3|1099
3|801
3|1919
3|1524
3|890
3|816
3|594
3|1234
3|1344
3|2022
3|870
3|1971
3|1364
3|326
3|717
3|334
3|602
3|1340
3|2053
3|925
3|338
3|715
3|777
3|1190
3|546
3|2041
3|2058
3|2045
3|370
3|875
3|1367
3|892
3|1465
3|1727
3|1461
3|1805
3|1800
3|1871
3|757
3|891
3|1048
3|1396
3|926
3|1659
3|1652
3|1944
3|1813
3|2024
3|1423
3|738
3|1638
3|530
3|2008
3|606
3|2047
3|2036
3|1867
3|1432
3|1733
3|1352
3|1021
3|284
3|1472
3|871
3|1773
3|845
3|295
3|1969
3|2026
3|950
3|624
3|1108
3|92
3|1421
3|614
3|974
3|1422
3|723
3|1895
3|1877
3|57
3|273
3|2039
3|1809
3|835
3|1992
3|487
3|256
3|603
3|1710
3|1128
3|1079
3|1673
3|1153
3|1605
3|126
3|1292
3|2033
3|1728
3|549
3|2001
3|1709
3|908
3|1227
3|2044
3|2027
3|1797
3|1013
3|1614
3|1801
3|1970
3|882
3|2023
3|839
3|1998
3|1833
3|1051
3|2003
3|1213
3|2020
3|502
3|1193
3|1580
3|1665
3|225
3|1894
3|197
3|999
3|787
3|1952
3|204
3|588
3|153
3|1076
3|1742
3|1830
3|1508
3|1567
3|418
3|1922
3|1623
3|743
3|1287
3|773
3|119
3|1483
3|1933
3|1965
3|866
3|1000
3|1006
3|1112
3|215
3|277
3|1991
3|1960
3|1252
3|1819
3|223
3|319
3|1441
3|1484
3|618
3|938
3|1705
3|726
3|837
3|1477
3|1285
3|1914
3|2054
3|1339
3|1587
3|1308
3|1203
3|1155
3|1902
3|86
3|382
3|220
3|1670
3|2019
3|1925
3|1946
3|1014
3|1428
3|1979
3|1918
3|1283
3|1030
3|1526
3|889
3|2043
3|1835
3|1236
3|1691
3|989
3|1223
3|1546
3|1883
3|736
3|88
3|824
3|741
3|1745
3|1015
3|1061
3|1086
3|946
3|1500
3|1584
3|904
3|1582
3|393
3|550
3|2025
3|980
3|484
3|1351
3|1721
3|514
3|1936
3|1876
3|1398
3|1881
3|1951
3|1739
3|1619
3|2011
3|684
3|170
3|881
3|1557
3|577
3|1237
3|722
3|581
3|1019
3|1932
3|1903
3|103
3|316
3|1995
3|686
3|1735
3|2007
3|1568
3|2013
3|695
3|920
3|556
3|265
3|1771
3|448
3|1962
3|1629
3|1630
3|849
3|1187
3|96
3|648
3|337
3|378
3|1286
3|898
3|834
3|1983
3|1785
3|1836
3|397
3|934
3|2014
3|2005
3|1937
3|1445
3|1611
3|1257
3|1520
3|1807
3|2015
3|1686
3|1804
3|192
3|851
3|199
3|1609
3|1989
3|1534
3|776
3|1967
3|1898
3|1104
3|1677
3|1305
3|1668
3|969
3|658
3|1900
3|1467
3|669
3|1793
3|132
3|1655
3|979
3|1740
3|368
3|1897
3|1999
3|1622
3|1544
3|168
3|1725
3|2037
3|1080
3|1754
3|1947
3|1642
3|1608
3|1111
3|755
3|702
3|1562
3|1002
3|617
3|1993
3|767
3|981
3|405
3|1633
3|375
3|1811
156|1099
156|801
156|1919
156|1524
156|890
156|816
156|594
156|1234
156|1344
156|2022
156|870
156|1971
156|1364
156|326
156|717
156|334
156|602
156|1340
156|2053
156|925
156|338
156|715
156|777
156|1190
156|546
156|2041
156|2058
156|2045
156|370
156|875
156|1367
156|892
156|1465
156|1727
156|1461
156|1805
156|1800
156|1871
156|757
156|891
156|1048
156|1396
156|926
156|1659
156|1652
156|1944
156|1813
156|2024
156|1423
156|738
156|1638
156|530
156|2008
156|606
156|2047
156|2036
156|1867
156|1432
156|1733
156|1352
156|1021
156|284
156|1472
156|871
156|1773
156|845
156|295
156|1969
156|2026
156|950
156|624
156|1108
156|92
156|1421
156|614
156|974
156|1422
156|723
156|1895
156|1877
156|57
156|273
156|2039
156|1809
156|835
156|1992
156|487
156|256
156|603
156|1710
156|1128
156|1079
156|1673
156|1153
156|1605
156|126
156|1292
156|2033
156|1728
156|549
156|2001
156|1709
156|908
156|1227
156|2044
156|2027
156|1797
156|1013
156|1614
156|1801
156|1970
156|882
156|2023
156|839
156|1998
156|1833
156|1051
156|2003
156|1213
156|2020
156|502
156|1193
156|1580
156|1665
156|225
156|1894
156|197
156|999
156|787
156|1952
156|204
156|588
156|153
156|1076
156|1742
156|1830
156|1508
156|1567
156|418
156|1922
156|1623
156|743
156|1287
156|773
156|119
156|1483
156|1933
156|1965
156|866
156|1000
156|1006
156|1112
156|215
156|277
156|1991
156|1960
156|1252
156|1819
156|223
156|319
156|1441
156|1484
156|618
156|938
156|1705
156|726
156|837
156|1477
156|1285
156|1914
156|2054
156|1339
156|1587
156|1308
156|1203
156|1155
156|1902
156|86
156|382
156|220
156|1670
156|2019
156|1925
156|1946
156|1014
156|1428
156|1979
156|1918
156|1283
156|1030
156|1526
156|889
156|2043
156|1835
156|1236
156|1691
156|989
156|1223
156|1546
156|1883
156|736
156|88
156|824
156|741
156|1745
156|1015
156|1061
156|1086
156|946
156|1500
156|1584
156|904
156|1582
156|393
156|550
156|2025
156|980
156|484
156|1351
156|1721
156|514
156|1936
156|1876
156|1398
156|1881
156|1951
156|1739
156|1619
156|2011
156|684
156|170
156|881
156|1557
156|577
156|1237
156|722
156|581
156|1019
156|1932
156|1903
156|103
156|316
156|1995
156|686
156|1735
156|2007
156|1568
156|2013
156|695
156|920
156|556
156|265
156|1771
156|448
156|1962
156|1629
156|1630
156|849
156|1187
156|96
156|648
156|337
156|378
156|1286
156|898
156|834
156|1983
156|1785
156|1836
156|397
156|934
156|2014
156|2005
156|1937
156|1445
156|1611
156|1257
156|1520
156|1807
156|2015
156|1686
156|1804
156|192
156|851
156|199
156|1609
156|1989
156|1534
156|776
156|1967
156|1898
156|1104
156|1677
156|1305
156|1668
156|969
156|658
156|1900
156|1467
156|669
156|1793
156|132
156|1655
156|979
156|1740
156|368
156|1897
156|1999
156|1622
156|1544
156|168
156|1725
156|2037
156|1080
156|1754
156|1947
156|1642
156|1608
156|1111
156|755
156|702
156|1562
156|1002
156|617
156|1993
156|767
156|981
156|405
156|1633
156|375
156|1811
157|1099
157|801
157|1919
157|1524
157|890
157|816
157|594
157|1234
157|1344
157|2022
157|870
157|1971
157|1364
157|326
157|717
157|334
157|602
157|1340
157|2053
157|925
157|338
157|715
157|777
157|1190
157|546
157|2041
157|2058
157|2045
157|370
157|875
157|1367
157|892
157|1465
157|1727
157|1461
157|1805
157|1800
157|1871
157|757
157|891
157|1048
157|1396
157|926
157|1659
157|1652
157|1944
157|1813
157|2024
157|1423
157|738
157|1638
157|530
157|2008
157|606
157|2047
157|2036
157|1867
157|1432
157|1733
