group_id,Id-erp,skus,customer_ids
1,"147,553,148,149,150,421,66","INT10005,MSD10013,INT10006,INT10007,INT10008,INT10009,AGE10081","398,498,1021,1524,2327,2335,2355,2386,225,300,2245,2405,2446,2461,2463,364,539,567,572,581,606,641,643,646,654,681,688,999,1047,1050,1067,1088,1092,1111,1118,1331,1383,1474,1515,1520,1527,1902,1906,1910,1918,123,125,131,132,135,139,143,145,146,170,171,172,337,344,345,350,406,410,528,546,579,614,637,656,693,1395,1399,1445,1497,1523,1644,1913,2005,2019,2042,2059,2073,2132,2317,2365,2368,2399,2421,2422,2505,2554,2555,2677,2684,2706,2707,2709,2728,2738,2753,2836,2837,2848,2856,2870,2877,2898,2909,24,25,26,29,110,112,113,123,125,131,132,134,135,139,143,145,146,170,171,172,249,254,257,261,263,265,266,274,276,281,284,292,297,303,308,314,316,325,330,331,337,344,345,350,393,395,400,406,410,462,518,528,546,549,579,580,614,637,649,656,693,731,743,749,818,821,829,893,958,1036,1037,1039,1061,1086,1174,1220,1238,1262,1267,1280,1335,1368,1395,1399,1443,1445,1447,1476,1479,1489,1497,1523,1526,1528,1591,1643,1644,1655,1685,1730,1806,1834,1850,1913,1923,1928,1994,1995,2005,2010,2019,2030,2035,2039,2042,2045,2048,2059,2073,2085,2092,2099,2103,2132,2156,2188,2233,2264,2270,2312,2317,2321,2322,2330,2336,2346,2365,2366,2368,2371,2373,2388,2390,2399,2400,2402,2413,2421,2422,2445,2458,2477,2491,2498,2505,2523,2537,2553,2554,2555,2576,2581,2592,2603,2644,2645,2677,2684,2706,2707,2709,2714,2726,2728,2738,2753,2793,2794,2798,2818,33,34,35,37,39,44,45,46,51,56,58,69,70,71,73,78,80,82,84,85,91,93,94,96,98,158,162,306,571,633,652,663,780,880,1057,1063,1274,1327,1744,1793,2020,2087,2121,2204,2251,2315,2324,2504,2551,2662,2678,2683,160,161,374,748,797,1001,1108,1120,1397,1702,1755,1778,1815,1833,1890,1926,1927,2006,2046,2150,2180,2201,2248,2269,33,34,35,37,39,43,44,45,46,51,56,58,69,70,71,73,78,80,82,84,85,86,91,93,94,96,98,158,162,306,404,409,570,571,633,652,663,780,880,1057,1063,1097,1274,1327,1561,1744,1754,1756,1793,2020,2079,2087,2121,2204,2251,2315,2324,2444,2448,2504,2551,2582,2620,2662,2678,2683,2833,2834,2835,2849,2857,2903,123,125,131,132,134,135,139,143,145,146,170,171,172,337,338,344,345,350,395,400,406,410,518,528,546,579,580,614,637,649,656,693,1036,1174,1238,1368,1395,1399,1445,1447,1497,1523,1591,1644,1685,1806,1850,1913,2005,2019,2030,2042,2059,2073,2085,2092,2132,2264,2312,2317,2336,2346,2365,2368,2371,2373,2390,2399,2400,2402,2413,2421,2422,2445,2477,2498,2505,2554,2555,2581,2603,2677,2684,2706,2707,2709,2726,2728,2738,2753,2794,2836,2837,2848,2856,2870,2877,2898,2909,24,25,26,29,110,112,113,249,254,257,261,263,265,266,274,276,281,284,292,297,303,308,314,316,325,330,331,393,462,549,731,743,749,818,821,829,893,958,1037,1039,1061,1086,1220,1262,1267,1280,1335,1443,1476,1479,1489,1526,1528,1643,1655,1730,1923,1928,1994,1995,2010,2035,2039,2045,2048,2099,2103,2156,2188,2233,2270,2321,2322,2330,2366,2388,2458,2491,2523,2537,2553,2576,2592,2644,2645,2714,2793,2798,2818,2860,2902,101,175,176,177,219,222,256,365,369,391,1316,1426,1549,1863,2179,2218,2284,2489,2525,2528,2541,2545,2627,2659,2672,101,175,176,177,222,365,369,391,1316,1426,1494,1549,1863,2179,2218,2489,2525,2528,2541,2545,2627,2659,2672,33,34,35,37,39,44,45,46,51,56,58,69,70,71,73,78,80,82,84,85,91,93,94,96,98,158,162,306,404,571,633,652,663,780,880,1057,1063,1274,1327,1744,1793,2020,2087,2121,2204,2251,2315,2324,2444,2504,2551,2662,2678,2683,2833,2834,2835,2849,2857,2903,2906,249,254,257,261,263,265,266,274,276,284,297,303,308,314,316,325,393,462,731,749,818,821,829,1037,1061,1220,1335,1489,1528,1643,2035,2045,2048,2330,2388,2458,2537,2553,2644,2645,2714,2798,2818,2902,33,34,35,37,39,44,45,46,51,56,58,69,70,71,73,78,80,82,84,85,91,93,94,96,98,101,158,162,175,176,177,219,222,256,306,365,369,391,571,633,652,663,780,880,1057,1063,1274,1316,1327,1426,1494,1549,1744,1793,1863,2020,2121,2179,2204,2218,2251,2284,2315,2324,2489,2504,2525,2528,2541,2545,2551,2627,2659,2662,2672,2678,2683,2906,101,175,176,177,219,222,365,369,391,1316,1426,1494,1549,1863,2179,2218,2284,2489,2525,2528,2541,2545,2627,2672,43,116,118,188,210,252,287,288,289,292,295,302,309,321,331,485,549,590,658,676,680,740,774,806,825,876,888,901,951,956,1040,1086,1102,1156,1174,1230,1249,1310,1330,1354,1443,1452,1516,1559,1560,1565,1646,1664,1831,1834,1856,1861,1911,1945,1988,1996,1997,2012,2032,2038,2040,2052,2067,2092,2096,2098,2112,2151,2181,2185,2213,2219,2220,2221,2259,2267,2293,2302,2331,2347,2351,2381,2382,2391,2392,2396,2401,2408,2419,2428,2467,2472,2582,2593,2809,33,34,35,37,39,43,44,45,46,51,56,58,69,70,71,73,78,80,82,84,85,86,91,93,94,96,98,158,162,306,404,409,570,571,633,652,663,780,880,1057,1063,1097,1274,1327,1561,1744,1754,1756,1793,2020,2079,2087,2121,2204,2251,2315,2324,2444,2448,2504,2551,2582,2620,2662,2678,2683,55,92,409,570,716,1097,1561,1754,1755,1756,1757,1851,1987,2079,2316,2338,2448"
