id_remoto_cliente|id_remoto_representante
1115818|11035
1115819|11035
1115820|11035
1115821|11035
1115822|11045
1115823|11102
1115824|11039
1115825|11039
1115826|11066
1115827|11067
1115828|11050
1115829|11035
1115830|11034
1115831|11048
1115832|11064
1115833|11035
1115834|11035
1115835|11052
1115836|11037
1115837|11104
1115838|11106
1115839|11106
1115840|11045
1115841|11045
1115842|11104
1115843|11108
1115844|11045
1115845|11064
1115846|11060
1115847|11052
1115848|11050
1115849|11050
1115850|11036
1115851|11050
1115852|11037
1115853|11107
1115854|11106
1115856|11035
1115857|11054
1115858|11065
1115859|11035
1115861|11039
1115862|11104
1115863|11039
1115865|11045
1115866|11045
1115867|11048
1115868|11048
1115869|11066
1115870|11104
1115871|11106
1115872|11066
1115873|11050
1115874|11045
1115875|11064
1115876|11034
1115879|11060
1115880|11035
1115882|11050
1115883|11050
1115884|11104
1115885|11104
1115886|11065
1115887|11104
1115888|11107
1115889|11035
1115890|11048
1115891|11039
1115892|11039
1115893|11039
1115894|11039
1115895|11060
1115896|11039
1115898|11039
1115899|11039
1115900|11037
1115901|11037
1115902|11037
1115903|11037
1115904|11039
1115905|11050
1115906|11052
1115907|11104
1115908|11107
1115909|11037
1115910|11053
1115916|11066
1115917|11052
1115919|11060
1115921|11053
1115922|11067
1115923|11052
1115924|11052
1115925|11064
1115926|11064
1115932|11041
1115933|11040
1115934|11064
1115935|11052
1115936|11054
1115938|11039
1115939|11037
1115942|11064
1115945|11053
1115946|11066
1115949|11106
1115950|11037
1115951|11065
1115952|11066
1115958|11066
1115959|11054
1115960|11104
1115961|11104
1115962|11106
1115963|11040
1115964|11048
1115965|11050
1115966|11045
1115970|11052
1115974|11052
1115978|11052
1115979|11039
1115980|11040
1115981|11103
1115982|11106
1115983|11106
1115984|11103
1115985|11045
1115986|11041
1115987|11037
1115988|11053
1115989|11053
1115990|11054
1115991|11035
1115992|11035
1115993|11039
1115995|11054
1115996|11060
1115998|11053
1115999|11053
1116000|11066
1116001|11066
1116006|11067
1116007|11106
1116009|11060
1116010|11065
1116011|11053
1116012|11037
1116013|11054
1116014|11108
1116015|11064
1116018|11035
1116019|11067
1116020|11050
1116022|11039
1116023|11041
1116024|11045
1116025|11066
1116026|11045
1116028|11052
1116029|11064
1116032|11050
1116033|11052
1116034|11039
1116035|11065
1116036|11045
1116037|11065
1116038|11034
1116039|11066
1116040|11060
1116041|11064
1116042|11039
1116043|11053
1116044|11064
1116045|11048
1116046|11045
1116048|11036
1116049|11060
1116050|11064
1116051|11064
1116052|11041
1116053|11045
1116054|11034
1116055|11037
1116057|11066
1116058|11036
1116059|11037
1116061|11037
1116063|11039
1116064|11045
1116065|11048
1116066|11048
1116067|11048
1116068|11048
1116072|11064
1116073|11040
1116074|11040
1116075|11039
1116076|11039
1116077|11040
1116078|11053
1116079|11035
1116080|11052
1116081|11045
1116083|11050
1116084|11048
1116085|11035
1116086|11048
1116087|11048
1116088|11052
1116089|11066
1116096|11064
1116097|11039
1116099|11052
1116100|11052
1116102|11050
1116103|11060
1116104|11064
1116105|11045
1116109|11039
1116110|11064
1116111|11064
1116112|11105
1116113|11060
1116114|11052
1116115|11039
1116116|11045
1116117|11045
1116118|11045
1116119|11102
1116120|11105
1116122|11054
1116123|11052
1116124|11035
1116125|11035
1116126|11052
1116127|11050
1116128|11050
1116129|11067
1116130|11039
1116131|11103
1116132|11103
1116134|11064
1116135|11039
1116136|11060
1116137|11045
1116140|11050
1116141|11050
1116142|11050
1116143|11045
1116145|11064
1116147|11039
1116148|11052
1116152|11067
1116167|11060
1116168|11048
1116169|11041
1116170|11045
1116171|11052
1116172|11058
1116174|11037
1116175|11041
1116178|11039
1116181|11067
1116182|11039
1116184|11039
1116185|11053
1116186|11041
1116189|11058
1116190|11035
1116191|11039
1116193|11034
1116194|11034
1116195|11054
1116197|11064
1116199|11035
1116200|11035
1116202|11066
1116203|11054
1116204|11052
1116206|11050
1116207|11050
1116208|11052
1116209|11064
1116210|11039
1116211|11054
1116213|11035
1116226|11035
1116227|11050
1116228|11066
1116229|11035
1116230|11058
1116231|11037
1116232|11052
1116233|11066
1116234|11045
1116235|11048
1116236|11041
1116237|11064
1116238|11065
1116239|11034
1116244|11050
1116245|11064
1116246|11065
1116247|11048
1116248|11050
1116249|11050
1116253|11066
1116255|11067
1116256|11058
1116259|11034
1116261|11052
1116263|11037
1116264|11045
1116268|11067
1116269|11053
1116276|11065
1116277|11037
1116278|11107
1116279|11050
1116280|11050
1116281|11060
1116282|11045
1116284|11034
1116285|11108
105957|11001
114576|16001
200441|11001
113820|11002
6|11001
201933|11001
109009|11001
105978|11001
201529|11001
200278|11001
107029|11001
113395|13002
5|11004
114572|16001
200331|11001
105942|11001
107067|11100
11001|11001
11002|11002
11003|11003
11004|11004
11032|11032
11034|11034
11035|11035
11036|11036
11037|11037
11038|11038
11039|11039
11040|11040
11041|11041
11043|11043
11045|11045
11048|11048
11050|11050
11052|11052
11053|11053
11054|11054
11055|11055
11058|11058
11060|11060
11064|11064
11065|11065
11066|11066
11067|11067
11070|11070
11075|11075
11101|11101
12002|12002
13001|13001
DOUGLAS|DOUGLAS
LIONE|LIONE
THAMIRES|THAMIRES
VAGNER|VAGNER
VALESCA|VALESCA
VFREIRE|VFREIRE
