id_remoto_cliente|id_remoto_representante
201338|11064
201345|11066
201348|11048
201349|11050
201353|11067
201354|11048
201367|11052
201371|11035
201374|11035
201383|11066
201384|11045
201428|11045
201432|11045
201435|11065
201437|11065
201441|11064
201446|11052
201450|11066
201453|11064
201454|11064
201466|11060
201467|11045
201470|11037
201472|11035
201482|11064
201487|11053
201489|11035
201491|11065
201506|11045
201509|11045
201535|11060
201541|11064
201545|11053
201549|11058
201550|11053
201552|11107
201553|11052
201554|11052
201557|11039
201561|11039
201563|11045
201568|11065
201571|11044
201579|11036
201588|11045
201598|11064
201602|11064
201611|11052
201615|11054
201620|11048
201645|11058
201646|11039
201648|11064
201654|11045
201655|11045
201664|11037
201665|11037
201671|11065
201680|11034
201694|11065
201709|11041
201714|11064
201718|11060
201724|11052
201725|11052
201726|11052
201727|11052
201728|11052
201733|11064
201741|11064
201747|11041
201751|11050
201752|11048
201757|11064
201778|11041
201783|11037
201786|11066
201795|11106
201797|11104
201801|11103
201802|11106
201803|11106
201804|11103
201805|11103
201806|11103
201807|11106
201813|11106
201815|11104
201816|11104
201817|11108
201818|11106
201819|11106
201820|11106
201821|11104
201822|11106
201823|11106
201826|11106
201828|11106
201829|11106
201830|11103
201831|11103
201832|11106
201834|11106
201836|11106
201837|11106
201838|11106
201839|11106
201840|11106
201843|11106
201844|11106
201845|11104
201846|11106
201848|11103
201850|11103
201851|11108
201852|11104
201853|11106
201855|11108
201857|11104
201858|11104
201859|11103
201863|11103
201864|11103
201866|11106
201868|11106
201871|11105
201873|11106
201876|11064
201882|11050
201884|11050
201894|11045
201895|11052
201901|11040
201902|11052
201923|11001
201925|11035
201930|11039
201932|11045
201941|11037
201955|11104
201957|11037
201963|11066
201966|11104
201969|11034
201971|11036
201973|11039
201975|11106
201985|11106
201996|11104
201997|11054
202005|11050
202014|11106
202015|11054
202019|11054
202025|11037
202027|11058
202076|11037
202085|11048
202091|11104
202093|11039
202109|11050
202111|11066
202113|11108
202114|11041
202116|11066
202118|11039
202121|11106
202130|11060
202134|11064
202147|11039
202148|11039
202149|11050
202150|11039
202151|11067
202152|11105
202162|11104
202167|11054
202168|11067
202169|11065
202170|11065
202171|11039
202172|11053
202175|11104
202180|11039
202181|11067
202182|11066
202183|11106
202188|11104
202195|11104
202202|11105
202204|11048
202210|11067
202211|11107
202216|11035
202218|11064
202220|11104
202221|11106
202223|11041
202230|11106
202231|11040
202233|11104
202234|11060
202237|11035
202238|11052
202242|11058
202246|11104
202263|11052
202265|11058
202267|11104
202270|11103
202276|11108
202280|11054
202287|11054
202295|11039
202301|11065
202302|11064
202314|11060
202326|11067
202330|11064
202333|11065
202334|11060
202335|11045
202340|11052
202341|11039
202346|11034
202347|11052
202349|11035
202353|11050
202356|11048
202357|11054
202358|11064
202362|11045
202373|11048
202374|11048
202376|11034
202382|11067
202383|11035
202386|11035
202388|11053
202393|11035
202396|11035
202400|11067
202404|11035
202409|11060
202411|11040
202415|11064
202431|11037
202433|11045
202434|11050
202439|11048
202440|11036
202454|11045
202456|11066
202459|11054
202460|11048
202461|11045
202463|11060
202464|11045
202465|11066
202468|11045
202469|11053
202472|11054
202477|11045
202478|11053
202479|11058
202480|11065
202481|11045
202485|11054
202487|11045
202488|11058
202490|11045
202492|11054
202493|11045
202495|11045
202496|11064
202498|11065
202499|11064
202501|11067
202508|11045
202509|11065
202510|11065
202511|11065
202513|11065
202515|11066
202525|11067
202527|11048
202528|11065
202538|11064
202540|11064
202547|11052
202548|11066
202549|11045
202552|11037
202553|11037
202555|11040
202556|11034
202557|11060
202558|11050
202561|11058
202563|11064
202567|11054
202568|11048
202573|11036
202575|11052
202577|11048
202580|11058
202588|11040
202589|11040
202590|11054
202605|11054
202608|11040
202611|11064
202615|11039
202617|11039
202618|11066
202635|11034
202658|11039
202662|11053
202665|11039
202666|11039
202670|11065
202678|11106
202679|11103
202680|11106
202681|11107
202682|11103
202683|11037
202691|11104
202693|11104
202694|11104
202696|11106
202697|11107
202698|11106
202702|11104
202704|11106
202706|11107
202707|11104
202708|11104
202709|11103
202711|11104
202713|11104
202714|11106
202719|11039
202720|11104
202722|11104
202723|11103
202724|11103
202725|11104
202726|11107
202727|11106
202729|11107
202730|11108
202732|11107
202733|11108
202734|11103
202735|11103
202737|11060
202738|11107
202740|11106
202744|11108
202745|11107
202746|11105
202747|13001
202748|11107
202751|11105
202752|11107
202754|11106
202755|11105
202756|11108
202757|11107
202758|11103
202759|11103
202760|11106
202761|11108
202762|11108
202763|11108
202764|11108
202765|11107
202766|11104
202767|11108
202768|11108
202771|11104
202776|11103
202777|11107
202778|11106
202779|11109
202780|11104
202781|11107
202782|11108
202783|11104
202788|11107
202789|11103
202790|11108
202791|11103
202793|11107
202794|11107
202797|11105
202798|11103
202799|11108
202800|11103
202801|11106
202802|11103
202803|11104
202804|11107
202805|11103
202806|11104
202807|11104
202808|11104
202810|11108
202811|11104
202813|11106
202817|11104
202818|11103
202820|11103
202821|11106
202822|11109
202824|11104
202825|11108
202827|11108
202828|11104
202829|11108
202830|11104
202831|11106
202834|11107
202835|11108
202836|11104
202837|11104
202838|11104
202839|11107
202840|11108
202841|11107
202842|11106
202844|11108
202846|11103
202847|11106
202848|11104
202849|11104
202850|11103
202852|11104
202854|11108
202856|11108
202858|11104
202859|11104
202860|11103
202862|11108
202863|11108
202864|11104
202865|11108
202870|11108
202871|11107
202873|11106
202874|11036
202876|11106
202878|11109
202882|11108
202883|11108
202884|11108
202886|11108
202889|11108
202892|11108
202894|11104
202896|11104
202897|11104
202898|11104
202899|11104
202901|11103
202902|11104
202903|11107
202905|11104
202906|11107
202907|11107
202908|11108
202910|11104
202911|11106
202917|11104
202918|11104
202919|11104
202920|11104
202922|11104
202930|11104
202936|11109
202939|11108
202940|11104
202941|11104
202942|11104
202944|11104
202945|11104
202946|11104
202948|11104
202950|11103
202951|11103
202953|11104
202957|11103
202958|11104
202959|11104
202960|11104
202961|11104
202962|11108
202966|11107
202968|11107
202969|11107
202970|11107
202972|11107
202973|11107
202974|11107
202976|11107
202978|11108
202980|11108
202992|11035
202994|11103
202995|11103
202996|11103
202997|11108
202999|11108
203004|11104
203005|11104
203006|11104
203013|11104
203014|11107
203015|11102
203018|11106
203019|11106
203020|11106
203021|11108
203023|11106
203024|11103
203025|11103
203034|11104
203038|11107
203039|11106
203043|11104
203044|11104
203045|11104
203046|11104
203047|11104
203048|11104
203049|11103
203050|11065
203052|11048
203059|11104
203060|11104
203061|11104
203063|11104
203064|11104
203065|11103
203066|11103
203067|11103
203068|11107
203070|11108
203073|11108
203074|11108
203075|11108
203076|11108
203077|11108
203078|11108
203080|11108
203081|11108
203083|11108
203085|11108
203089|11108
203090|11108
203091|11108
203092|11108
203093|11106
203094|11106
203095|11108
203097|11108
203098|11108
203101|11108
203103|11108
203106|11108
203107|11108
203109|11107
203110|11107
203113|11103
203114|11106
203117|11106
203118|11106
203119|11106
203127|11108
203128|11108
203129|11108
203131|11108
203132|11108
203133|11108
203134|11108
203135|11108
203136|11106
203138|11106
203140|11108
203141|11108
203149|11107
203150|11103
203151|11107
203152|11107
203153|11107
203154|11107
203156|11058
203159|11108
203160|11108
203161|11108
203162|11108
203163|11104
203164|11104
203166|11104
203167|11104
203168|11104
203169|11108
203170|11108
203171|11108
203172|11108
203173|11108
203175|11108
203176|11104
203178|11104
203180|11107
203181|11107
203182|11107
203183|11107
203184|11103
203185|11103
203187|11103
203188|11109
203190|11106
203191|11106
203192|11106
203193|11106
203194|11106
203195|11106
203203|11107
203204|11104
203205|11104
203206|11104
203207|11104
203214|11104
203216|11104
203217|11104
203218|11104
203219|11104
203220|11104
203221|11104
203222|11104
203223|11104
203227|11064
203228|11106
203229|11106
203230|11106
203231|11106
203234|11107
203239|11037
203240|11107
203241|11104
203242|11106
203243|11104
203244|11107
203247|11108
203248|11107
203249|11107
203250|11103
203251|11107
203255|11103
203258|11108
203260|11108
203261|11107
203262|11103
203263|11107
203264|11104
203266|11104
203267|11104
203268|11104
203272|11048
203275|11107
203276|11107
203278|11045
203279|11053
203280|11104
203281|11108
203286|11035
203290|11108
203292|11054
203293|11102
203294|11106
203300|11039
203302|11066
203307|11107
203308|11103
203313|11107
203319|11053
203320|11053
203324|11060
203327|11052
203328|11060
203336|11104
203339|11104
203340|11104
203342|11041
203343|11103
203345|11106
203346|11104
203351|11065
203352|11108
203355|11107
203356|11103
203357|11103
203358|11108
203361|11106
203362|11106
203363|11103
203365|11066
203366|11058
203373|11103
203375|11103
203377|11104
203381|11104
203384|11103
203385|11103
203387|11064
203391|11106
203392|11105
203393|11107
203395|11106
203396|11035
203397|11045
203402|11104
203406|11066
203407|11103
203409|11104
203411|11107
203412|11103
203413|11107
203419|11052
203423|11048
203426|11106
203427|11106
203430|11065
203434|11041
203435|11107
203441|11041
203442|11053
203444|11107
203450|11108
203451|11106
203455|13001
203459|11064
203464|11106
203465|11048
203466|11064
203470|11035
203473|11065
203478|13001
203481|11067
203482|11045
203483|11103
203486|11107
203487|11104
203488|11108
203493|11104
203494|11104
203495|11104
203496|11104
203497|11104
203499|11039
203501|11103
203503|11107
203504|11067
203506|11039
203507|11037
203511|11103
203514|11103
203515|11103
203519|11107
203520|11104
203522|11107
203523|11107
203524|11107
203525|11107
203526|11107
203527|11107
203528|11108
203529|11039
203530|11039
203531|11052
203534|11052
203537|11041
203538|11045
203540|11052
203541|11104
203542|11034
203544|11058
203550|11108
203551|11104
203552|11106
203553|11050
203554|11050
203556|11106
203557|11060
203559|11107
203568|11048
203569|11066
203572|11104
203574|11107
203576|11107
203579|11040
203580|11104
203585|11108
203586|11108
203587|11108
203593|11108
203594|11066
203600|11066
203601|11065
203603|11045
203604|11060
203608|11103
203610|11103
203611|11106
203617|11035
203618|11035
203620|11107
203623|11108
203624|11108
203626|11108
203627|11052
203628|11103
203629|11109
203630|11054
203631|11107
203632|11037
203633|11066
203635|11050
203636|11106
203641|11106
203642|11104
203643|11054
203647|11106
203648|11108
203650|11065
203656|11041
203661|11066
203662|11103
203664|11103
203665|11037
203668|11052
203669|11064
203670|11064
203675|11104
203677|11066
203682|11104
203683|11104
203684|11104
203689|11104
203690|11107
203691|11107
203692|11107
203693|11105
203694|11103
203695|11107
203696|11107
203698|11104
203701|11045
203702|11107
203703|11065
203704|11052
203705|11104
203706|11103
203713|11104
203714|11104
203715|11104
203717|11104
203718|11104
203719|11104
203720|11104
203721|11104
203724|11039
203725|11104
203727|11052
203728|11107
203729|11103
203730|11104
203731|11106
203732|11106
203733|11104
203734|11104
203735|11104
203736|11040
203738|11045
203740|11108
203741|11104
203742|11104
203744|11103
203749|11106
203750|11035
203751|11103
203753|11039
203754|11104
203755|11058
203756|11103
203759|11108
203762|11104
203764|11108
203767|11104
203769|11107
203770|11106
203771|11107
203772|11107
203773|11107
203774|11107
203775|11107
203776|11052
203777|11050
203781|11108
203782|11107
203786|11036
203787|11048
203788|11107
203790|11066
203791|11103
203792|11104
203794|11050
1114584|11109
1114585|11104
1114587|11034
1114588|11036
1114591|11108
1114592|11035
1114593|11107
1114594|11107
1114595|11050
1114596|11060
1114597|11104
1114598|11107
1114600|11108
1114601|11108
1114603|11106
1114606|11103
1114607|11103
1114608|11060
1114610|11104
1114611|11103
1114612|11103
1114613|11103
1114614|11104
1114615|11103
1114617|11104
1114618|11104
1114619|11104
1114620|11104
1114622|11108
1114623|11104
1114632|11108
1114634|11067
1114636|11065
1114637|11052
1114638|11048
1114640|11036
1114641|11102
1114642|11053
1114644|11034
1114645|11034
1114647|11066
1114669|11036
1114670|11036
1114672|11036
1114673|11036
1114674|11036
1114675|11036
1114676|11036
1114677|11036
1114678|11036
1114679|11036
1114680|11103
1114682|11050
1114684|13001
1114685|13001
1114687|13001
1114688|13001
1114689|13001
1114690|11060
1114691|11107
1114692|11109
1114694|11064
1114695|11066
1114702|11037
1114703|11065
1114710|11106
1114711|11108
1114712|11067
1114713|11036
1114714|11050
1114715|11040
1114716|11048
1114717|11036
1114720|11108
1114722|11103
1114723|11104
1114726|11054
1114727|11050
1114729|11050
1114730|11104
1114731|11103
1114735|11037
1114736|11040
1114737|11037
1114739|11058
1114741|11058
1114742|11040
1114747|11050
1114748|11050
1114749|11058
1114750|11040
1114751|11050
1114753|11050
1114754|11050
1114755|11050
1114756|11050
1114759|11050
1114761|11050
1114766|11058
1114767|11040
1114768|11058
1114769|11050
1114770|11040
1114771|11050
1114773|11058
1114779|11050
1114783|11048
1114785|11048
1114788|11058
1114790|11058
1114794|11050
1114795|11058
1114797|11108
1114799|11103
1114803|11064
1114804|11048
1114805|11064
1114807|11048
1114808|11048
1114811|11037
1114812|11041
1114813|11041
1114815|11039
1114816|11054
1114817|11041
1114818|11045
1114819|11045
1114820|11034
1114824|11034
1114825|11034
1114829|11034
1114830|11034
1114831|11053
1114832|11060
1114833|11060
1114834|11060
1114835|11060
1114837|11045
1114845|11037
1114847|11048
1114848|11037
1114849|11039
1114851|11039
1114852|11039
1114853|11041
1114855|11053
1114859|11053
1114861|11053
1114864|11053
1114868|11066
1114871|11053
1114872|11066
1114879|11066
1114880|11036
1114881|11066
1114883|11064
1114885|11048
1114888|11064
1114889|11064
1114894|11048
1114895|11053
1114900|11064
1114901|11064
1114902|11053
1114906|11064
1114908|11064
1114909|11064
1114911|11064
1114913|11064
1114914|11064
1114918|11064
1114920|11053
1114923|11064
1114927|11064
1114930|11064
1114935|11064
1114936|11064
1114937|11064
1114942|11052
1114943|11037
1114944|11052
1114946|11052
1114972|11039
1114973|11039
1114977|11052
1114981|11039
1114994|11039
1114998|11039
1114999|11039
1115012|11107
1115014|11052
1115015|11052
1115017|11052
1115019|11052
1115024|11052
1115032|11039
1115043|11039
1115045|11054
1115049|11060
1115050|11060
1115051|11039
1115053|11060
1115055|11039
1115057|11039
1115063|11035
1115072|11067
1115073|11106
1115082|11045
1115087|11039
1115088|11039
1115089|11039
1115090|11106
1115091|11106
1115092|11104
1115093|11103
1115094|11107
1115095|11050
1115096|11060
1115103|11064
1115104|11064
1115105|11064
1115107|11053
1115111|11107
1115113|11037
1115114|11037
1115116|11037
1115117|11039
1115118|11039
1115119|11037
1115120|11037
1115122|11037
1115124|11058
1115125|11035
1115127|11067
1115128|11064
1115130|11066
1115132|11041
1115133|11039
1115136|11054
1115137|11065
1115138|13001
1115139|11067
1115140|11039
1115152|11060
1115160|11108
1115161|11039
1115162|11054
1115163|11035
1115166|11065
1115168|11054
1115170|11036
1115173|11060
1115174|11106
1115175|11060
1115177|11050
1115178|11065
1115179|11034
1115180|11060
1115182|11035
1115183|11035
1115184|11053
1115187|11035
1115192|11103
1115193|11060
1115194|11045
1115195|11107
1115200|11058
1115201|11045
1115202|11060
1115203|11039
1115204|11108
1115205|11065
1115206|11039
1115208|11108
1115211|11058
1115212|11035
1115213|11067
1115214|11037
1115215|11108
1115217|11054
1115218|11054
1115219|11104
1115222|11060
1115226|11052
1115227|11035
1115228|11039
1115229|11048
1115230|11054
1115231|11039
1115234|13001
1115235|11040
1115236|11037
1115237|11106
1115239|11035
1115240|11035
1115241|13001
1115242|11045
1115243|11045
1115244|11054
1115246|11052
1115249|11048
1115250|11035
1115253|11045
1115255|11001
1115256|11045
1115260|11064
1115262|11064
1115264|11052
1115265|11067
1115267|11104
1115268|11103
1115271|11065
1115273|11107
1115275|11041
1115276|11035
1115278|11060
1115279|11104
1115280|11104
1115282|11106
1115284|11052
1115286|11054
1115288|11054
1115289|11037
1115290|11065
1115291|11035
1115292|11106
1115293|11054
1115295|11045
1115296|11052
1115298|11107
1115299|11107
1115301|11048
1115303|11107
1115305|11108
1115306|11108
1115310|11107
1115311|11048
1115314|11054
1115315|11045
1115317|11037
1115319|11104
1115320|11045
1115321|11041
1115326|11066
1115335|11039
1115337|11064
1115339|11106
1115340|11104
1115341|11106
1115344|11104
1115345|11066
1115346|11103
1115347|11106
1115348|11107
1115349|11035
1115351|11103
1115352|11108
1115354|11053
1115356|11104
1115357|11064
1115358|11048
1115360|11065
1115362|11060
1115363|11035
1115364|11104
1115365|11035
1115366|11103
1115367|11039
1115368|11065
1115369|11035
1115370|11039
1115371|11052
1115373|11060
1115375|11067
1115376|11067
1115377|11050
1115380|11050
1115382|11065
1115385|11066
1115386|11065
1115387|11065
1115388|11039
1115389|11034
1115390|11035
1115392|11103
1115393|11103
1115395|11060
1115396|11050
1115398|11104
1115399|11045
1115400|11103
1115401|11041
1115405|11040
1115406|11039
1115407|11053
1115410|11065
1115411|11053
1115413|11108
1115416|11036
1115419|11105
1115420|11106
1115421|11106
1115422|11106
1115423|11106
1115424|11109
1115425|11066
1115427|11106
1115428|11036
1115429|11104
1115430|11104
1115431|11036
1115432|11105
1115433|11106
1115435|11050
1115436|11060
1115437|11060
1115439|11106
1115440|11045
1115442|11064
1115443|11045
1115444|11108
1115445|11106
1115446|11106
1115447|11105
1115448|11106
1115450|11050
1115452|11106
1115455|11035
1115456|11035
1115457|11065
1115458|11039
1115459|11060
1115462|13001
1115463|11108
1115464|11034
1115465|11108
1115466|11106
1115467|11105
1115468|11050
1115469|11050
1115470|11034
1115471|11037
1115472|11052
1115475|11064
1115476|11064
1115477|11064
1115479|11035
1115480|11104
1115481|11106
1115482|11106
1115483|11106
1115484|11106
1115485|11104
1115489|11104
1115490|11105
1115491|11065
1115492|11104
1115493|11107
1115494|11108
1115495|11103
1115496|11108
1115497|11106
1115498|11108
1115499|11106
1115500|11106
1115501|11106
1115502|11106
1115503|11106
1115504|11045
1115505|11045
1115507|11052
1115508|11103
1115509|11104
1115510|11104
1115511|11050
1115512|11106
1115513|11106
1115514|11037
1115520|11048
1115521|11048
1115522|11053
1115523|11106
1115524|11052
1115525|11054
1115528|11104
1115529|11104
1115530|11058
1115531|11107
1115532|11106
1115533|11052
1115534|11054
1115537|11104
1115538|11104
1115540|11106
1115541|11106
1115542|11103
1115543|11067
1115544|11106
1115545|11104
1115549|11108
1115551|11035
1115552|11064
1115553|11104
1115555|11064
1115556|11064
1115557|11104
1115558|11045
1115559|11045
1115560|11106
1115561|11065
1115562|11106
1115563|11052
1115564|11102
1115566|11107
1115567|11108
1115568|11039
1115569|11104
1115570|11106
1115573|11108
1115574|11039
1115576|11050
1115579|11060
1115582|11060
1115583|11103
1115584|11107
1115585|11034
1115587|11036
1115588|11064
1115589|11036
1115590|11036
1115592|11060
1115593|11040
1115595|11050
1115596|11035
1115598|11106
1115599|11107
1115600|11065
1115601|11037
1115603|11001
1115604|11034
1115605|11104
1115606|11050
1115607|11034
1115608|11050
1115609|11104
1115610|11050
1115612|11053
1115615|11103
1115616|11058
1115617|11045
1115618|11106
1115619|11045
1115620|11045
1115621|11034
1115622|11107
1115623|11039
1115625|11066
1115626|11066
1115627|11066
1115628|11050
1115629|11104
1115630|11053
1115631|11104
1115632|11106
1115633|11053
1115634|11048
1115635|11048
1115637|11106
1115638|11060
1115641|11035
1115642|11048
1115643|11108
1115644|11039
1115645|11050
1115646|11105
1115647|11039
1115649|11050
1115650|11067
1115651|11045
1115652|LIONE
1115653|11036
1115654|11036
1115655|11103
1115656|11050
1115657|11060
1115659|11052
1115660|11064
1115661|11052
1115663|11103
1115665|11106
1115667|11039
1115668|11065
1115669|11035
1115670|11035
1115671|11034
1115673|11050
1115675|11108
1115677|11104
1115678|11106
1115682|11107
1115683|11064
1115684|11054
1115685|11106
1115686|11106
1115687|11039
1115688|11104
1115689|11104
1115691|11104
1115692|11048
1115693|11104
1115694|11104
1115695|11035
1115696|11060
1115697|11106
1115698|11108
1115699|11106
1115700|11053
1115701|11107
1115702|11048
1115703|11036
1115704|11036
1115706|11106
1115707|11105
1115708|11058
1115709|11064
1115710|11064
1115711|11035
1115712|11064
1115713|11039
1115714|11039
1115718|11064
1115720|11058
1115721|11104
1115722|11104
1115727|11104
1115728|11065
1115729|11045
1115730|11107
1115731|11103
1115732|11060
1115733|11107
1115734|11041
1115735|11041
1115737|11052
1115738|11104
1115739|11104
1115741|11054
1115742|11108
1115744|11104
1115745|11103
1115747|11065
1115748|11058
1115749|11035
1115750|11034
1115751|11052
1115752|11060
1115753|11060
1115754|11067
1115755|11035
1115756|11052
1115757|11035
1115758|11050
1115759|11035
1115760|11054
1115761|11104
1115762|11040
1115763|11104
1115765|11034
1115767|11039
1115768|11108
1115769|11066
1115770|11064
1115771|11106
1115772|11039
1115773|11106
1115774|11104
1115775|11104
1115776|11104
1115777|11060
1115778|11039
1115779|11053
1115780|11039
1115781|13001
1115782|11106
1115783|11108
1115784|11108
1115785|11103
1115786|11104
1115787|11108
1115788|11108
1115789|11108
1115790|11108
1115791|11108
1115792|11106
1115793|11106
1115794|11108
1115795|11104
1115796|11104
1115797|11108
1115798|11048
1115799|11065
1115800|11104
1115802|11064
1115803|11052
1115804|11107
1115805|11053
1115806|11035
1115807|11035
1115808|11035
1115809|11035
1115810|11036
1115811|11035
1115812|11035
1115813|11035
1115814|11035
1115815|11035
1115816|11035
1115817|11035
