1629|35
1631|37
1632|37
1633|35
1634|35
1635|35
1636|37
1637|44
1638|35
1639|35
1641|61
1642|61
1643|35
1644|35
1645|35
1646|35
1647|44
1648|61
1649|35
1650|35
1651|61
1652|35
1653|35
1654|35
1655|44
1656|61
1657|37
1658|44
1659|61
1660|35
1661|61
1662|44
1663|37
1664|61
1666|62
1667|37
1668|35
1669|35
1670|44
1671|35
1672|37
1673|35
1675|35
1676|61
1679|62
1680|35
1681|44
1682|35
1683|61
1684|44
1685|35
1686|35
1687|35
1688|35
1689|35
1690|62
1692|44
1693|61
1695|44
1696|61
1698|35
1699|61
1700|62
1701|35
1702|44
1703|61
1704|61
1705|35
1706|35
1707|62
1708|35
1709|61
1710|35
1711|44
1712|35
1713|35
1714|35
1715|62
1716|44
1717|35
1718|35
1719|35
1720|62
1721|35
1722|62
1723|44
1724|61
1725|44
1726|35
1727|35
1728|44
1729|44
1730|62
1731|62
1732|44
1733|44
1734|44
1735|44
1736|62
1737|44
1738|35
1739|44
1740|35
1741|44
1742|44
1743|61
1744|61
1745|44
1746|58
1747|35
1748|35
1749|62
1750|58
1751|62
1752|35
1753|35
1754|44
1755|35
1756|44
1757|42
1758|54
1759|35
1760|58
1761|44
1762|35
1763|35
1764|35
1765|44
1766|35
1767|35
1769|62
1770|58
1771|35
1772|61
1773|61
1774|35
1775|54
1776|61
1777|35
1778|54
1779|35
1780|35
1781|61
1782|44
1783|35
1784|61
1785|35
1786|35
1787|35
1788|35
1789|44
1790|35
1791|35
1793|54
1794|35
1795|61
1796|58
1797|54
1798|35
1799|54
1800|58
1801|61
1802|61
1803|61
1805|35
1806|61
1807|61
1809|62
1810|61
1811|35
1812|35
1813|61
1814|35
1815|61
1816|35
1817|35
1818|37
1819|61
1820|61
1821|54
1822|35
1823|54
1824|35
1825|54
1826|58
1827|58
1828|54
1829|35
1830|35
1831|54
1832|58
1833|58
1834|35
1835|35
1836|58
1837|44
1838|44
1839|44
1840|35
1841|35
1842|44
1843|35
1844|35
1845|44
1846|62
1847|44
1848|35
1849|44
1850|44
1851|44
1852|62
1853|44
1854|44
1855|44
1856|37
1857|35
1858|35
1859|44
1860|35
1861|44
1862|35
1863|44
1864|35
1865|57
1866|57
1867|57
1868|57
1869|57
1870|57
1871|35
1872|35
1873|35
1874|57
1875|35
1876|57
1877|35
1878|57
1879|57
1880|57
1881|35
1882|35
1883|61
1884|35
1885|37
1886|61
1887|35
1888|57
1889|61
1890|61
1891|57
1892|57
1893|61
1894|35
1895|57
1896|57
1897|61
1898|61
1899|57
1900|61
1901|61
1902|35
1903|57
1904|61
1905|35
1906|61
1907|61
1908|57
1909|35
1910|35
1911|61
1912|57
1913|57
1914|35
1915|35
1916|57
1917|35
1918|57
1919|57
1920|61
1921|35
1922|61
1923|57
1924|61
1925|57
1926|35
1927|57
1928|35
1929|61
1930|57
1931|37
1932|57
1933|37
1934|35
1935|61
1936|57
1937|57
1938|57
1939|57
1940|57
1941|57
1942|35
1943|35
1944|35
1945|35
1946|57
1947|57
1948|35
1949|57
1950|57
1951|57
1952|35
1953|35
1954|35
1955|57
1956|35
1957|35
1958|35
1959|35
1960|35
1961|35
1962|57
1963|57
1964|35
1965|57
1966|57
1967|35
1968|35
1969|35
1970|35
1971|35
1972|57
1973|57
1974|57
1975|57
1976|57
1977|35
1978|57
1979|35
1980|35
1981|35
1982|57
1983|35
1984|57
1985|35
1986|57
1987|57
1988|57
1989|35
1990|57
1991|57
1992|35
1993|57
1994|57
1995|35
1996|57
1997|35
1998|57
1999|57
2000|57
2001|57
2002|57
2003|59
2004|59
2005|35
2006|35
2007|35
2008|35
2009|35
2010|35
