1291|18
1588|18
3514|
3532|18
3615|66
3616|75
3617|73
3618|70
3619|71
3620|73
3621|77
3622|73
3623|74
3624|71
3625|96
3626|70
3627|70
3628|96
3629|96
3630|96
3631|71
3632|70
3633|96
3634|69
3635|69
3636|74
3637|74
3638|69
3639|71
3640|96
3641|73
3642|77
3643|77
3644|73
3645|73
3646|70
3647|69
3648|74
3649|69
3650|69
3651|69
3652|96
3653|75
3654|67
3655|75
3656|18
3657|96
3658|73
3659|74
3660|69
3661|75
3662|75
3663|74
3664|18
3665|67
3666|96
3667|96
3668|75
3669|85
3670|156
3671|91
3672|
3673|69
3674|96
3675|76
3676|65
3677|73
3678|77
3679|73
3680|73
3681|77
3682|73
3683|77
3684|77
3685|73
3686|73
3687|73
3688|73
3689|74
3690|73
3691|73
3692|73
3693|77
3694|77
3695|71
3696|73
3697|77
3698|87
3699|71
3700|77
3701|71
3702|71
3703|71
3704|73
3705|77
3706|77
3707|77
3708|77
3709|77
3710|77
3711|77
3712|77
3713|77
3714|74
3715|71
3716|74
3717|70
3718|73
3719|70
3720|77
3721|73
3722|70
3723|70
3724|70
3725|73
3726|96
3727|73
3728|71
3729|77
3730|77
3731|71
3732|73
3733|77
3734|77
3735|70
3736|73
3737|70
3738|73
3739|65
3740|75
3741|65
3742|65
3743|65
3744|70
3745|71
3746|65
3747|71
3748|65
3749|96
3750|71
3751|65
3752|75
3753|70
3754|68
3755|70
3756|65
3757|73
3758|67
3759|69
3760|68
3761|96
3762|77
3763|65
3764|77
3765|76
3766|74
3767|156
3768|65
3769|69
3770|71
3771|73
3772|67
3773|68
3774|75
3775|66
3776|70
3777|70
3778|77
3779|75
3780|73
3781|77
3782|65
3783|70
3784|70
3785|156
3786|68
3787|77
3788|70
3789|77
3790|77
3791|77
3792|70
3793|77
3794|71
3795|73
3796|70
3797|70
3798|70
3799|70
3800|74
3801|80
3802|74
3803|69
3804|67
3805|66
3806|156
3807|73
3808|70
3809|94
3810|69
3811|66
3812|77
3813|73
3814|70
3815|66
3816|77
3817|77
3818|70
3819|77
3820|70
3821|73
3822|73
3823|73
3824|86
3825|75
3826|71
3827|66
3828|70
3829|74
3830|65
3831|70
3832|77
3833|73
3834|96
3835|96
3836|156
3837|65
3838|67
3839|73
3840|156
3841|65
3842|70
3843|70
3844|70
3845|73
3846|156
3847|70
3848|70
3849|70
3850|73
3851|68
3852|69
3853|73
3854|74
3855|69
3856|96
3857|69
3858|74
3859|77
3860|70
3861|96
3862|69
3863|68
3864|96
3865|66
3866|69
3867|96
3868|69
3869|69
3870|96
3871|73
3872|70
3873|96
3874|96
3875|75
3876|96
3877|73
3878|71
3879|77
3880|73
3881|73
3882|69
3883|71
3884|73
3885|77
3886|73
3887|77
3888|66
3889|69
3890|70
3891|67
3892|69
3893|73
3894|84
3895|71
3896|85
3897|91
3898|71
3899|65
3900|67
3901|96
3902|77
3903|65
3904|
3905|156
3906|85
3907|69
3908|65
3909|77
3910|76
3911|70
3912|91
3913|74
3914|70
3915|73
3916|77
3917|71
3918|74
3919|65
3920|77
3921|73
3922|73
3923|69
3924|65
3925|74
3926|69
3927|69
3928|96
3929|96
3930|76
3931|96
3932|69
3933|76
3934|75
3935|73
3936|73
3937|65
3938|77
3939|96
3940|73
3941|73
3942|74
3943|71
3944|77
3945|73
3946|71
3947|65
3948|77
3949|73
3950|73
3951|77
3952|73
3953|73
3954|96
3955|75
3956|76
3957|94
3958|71
3959|71
3960|69
3961|68
3962|74
3963|74
3964|74
3965|74
3966|74
3967|73
3968|70
3969|67
3970|69
3972|18
3973|68
3975|
3999|87
4002|65
4003|66
4004|77
4005|76
4006|75
4007|74
4008|67
4009|73
