ABASE ON-LINE|ZOETIS|ZOETIS ÉTICOS|BAYER|CÓDIGO
SIM|SIM|SIM|SIM|6378
SIM|SIM|SIM|SIM|6490
SIM|NÃO|NÃO|SIM|4470
SIM|SIM|NÃO|SIM|2668
SIM|SIM|SIM|SIM|325
SIM|SIM|NÃO|SIM|3906
SIM|NÃO|NÃO|SIM|6703
SIM|NÃO|NÃO|SIM|315
SIM|SIM|NÃO|SIM|8123
NÃO|NÃO|NÃO|NÃO|6532
SIM|SIM|SIM|SIM|4870
SIM|SIM|SIM|SIM|5229
SIM|NÃO|NÃO|SIM|8881
SIM|SIM|NÃO|SIM|2550
SIM|SIM|SIM|SIM|35
NÃO|NÃO|NÃO|NÃO|1807
NÃO|NÃO|NÃO|NÃO|4025
NÃO|NÃO|NÃO|NÃO|8858
SIM|SIM|SIM|SIM|7694
SIM|SIM|SIM|SIM|9055
SIM|SIM|SIM|SIM|5565
SIM|SIM|SIM|SIM|6238
SIM|NÃO|NÃO|SIM|8244
SIM|SIM|NÃO|SIM|4179
SIM|SIM|NÃO|SIM|492
SIM|SIM|NÃO|SIM|4494
SIM|NÃO|NÃO|SIM|882
SIM|NÃO|NÃO|SIM|1247
SIM|NÃO|NÃO|SIM|1299
SIM|NÃO|NÃO|SIM|9080
SIM|SIM|NÃO|SIM|1420
SIM|SIM|SIM|SIM|1418
SIM|SIM|SIM|SIM|8699
SIM|SIM|SIM|SIM|5151
SIM|SIM|NÃO|SIM|4901
SIM|SIM|SIM|SIM|6444
SIM|SIM|SIM|SIM|6196
SIM|NÃO|NÃO|SIM|8292
NÃO|NÃO|NÃO|NÃO|8634
SIM|SIM|SIM|SIM|1474
NÃO|NÃO|NÃO|NÃO|3099
SIM|SIM|SIM|SIM|437
SIM|SIM|SIM|SIM|3075
SIM|SIM|SIM|SIM|354
SIM|SIM|SIM|SIM|2168
SIM|SIM|NÃO|SIM|8117
SIM|SIM|SIM|SIM|1171
SIM|SIM|NÃO|SIM|8233
SIM|NÃO|NÃO|SIM|3293
SIM|SIM|SIM|SIM|3103
SIM|NÃO|NÃO|SIM|7217
SIM|SIM|SIM|SIM|2481
SIM|SIM|SIM|SIM|2890
SIM|SIM|SIM|SIM|2247
NÃO|NÃO|NÃO|NÃO|5697
SIM|SIM|SIM|SIM|2559
SIM|SIM|SIM|SIM|6258
SIM|SIM|SIM|SIM|2933
SIM|SIM|SIM|SIM|2227
SIM|SIM|SIM|SIM|7714
SIM|SIM|SIM|SIM|4378
NÃO|NÃO|NÃO|NÃO|1208
SIM|SIM|SIM|SIM|8034
SIM|NÃO|NÃO|SIM|3675
SIM|SIM|NÃO|SIM|2012
SIM|SIM|SIM|SIM|7670
SIM|SIM|SIM|SIM|4348
SIM|NÃO|NÃO|SIM|117
SIM|SIM|SIM|SIM|2730
SIM|SIM|SIM|SIM|2240
SIM|SIM|SIM|SIM|4312
SIM|SIM|SIM|SIM|2010
SIM|SIM|SIM|SIM|3641
SIM|SIM|NÃO|SIM|3400
SIM|SIM|SIM|SIM|9085
SIM|NÃO|NÃO|SIM|5748
SIM|SIM|SIM|SIM|4319
SIM|SIM|NÃO|SIM|2117
SIM|SIM|SIM|SIM|2134
NÃO|NÃO|NÃO|NÃO|4875
SIM|SIM|SIM|SIM|1836
SIM|NÃO|NÃO|SIM|1301
SIM|NÃO|NÃO|SIM|9864
SIM|NÃO|NÃO|SIM|43
SIM|NÃO|NÃO|SIM|9928
SIM|SIM|NÃO|SIM|2320
SIM|SIM|NÃO|SIM|3912
SIM|SIM|NÃO|SIM|2426
SIM|SIM|NÃO|SIM|2375
SIM|SIM|SIM|SIM|5262
SIM|NÃO|NÃO|SIM|860
SIM|SIM|SIM|SIM|6226
SIM|SIM|NÃO|SIM|4329
SIM|SIM|SIM|SIM|5972
SIM|SIM|NÃO|SIM|5471
SIM|SIM|SIM|SIM|4446
SIM|NÃO|NÃO|SIM|4092
SIM|SIM|SIM|SIM|1705
SIM|SIM|SIM|SIM|8166
SIM|SIM|SIM|SIM|9199
SIM|SIM|SIM|SIM|5661
SIM|SIM|SIM|SIM|8220
SIM|SIM|NÃO|SIM|1845
SIM|NÃO|NÃO|SIM|8630
SIM|SIM|NÃO|SIM|8638
SIM|SIM|SIM|SIM|3931
NÃO|NÃO|NÃO|NÃO|6495
SIM|NÃO|NÃO|SIM|6318
SIM|SIM|SIM|SIM|5164
SIM|SIM|NÃO|SIM|616
SIM|SIM|NÃO|SIM|4310
SIM|NÃO|NÃO|SIM|8041
SIM|NÃO|NÃO|SIM|3674
SIM|NÃO|NÃO|SIM|1675
SIM|SIM|SIM|SIM|1598
NÃO|NÃO|NÃO|NÃO|8989
SIM|SIM|SIM|SIM|3302
SIM|SIM|NÃO|SIM|3890
SIM|SIM|SIM|SIM|9883
SIM|SIM|SIM|SIM|1515
SIM|SIM|SIM|SIM|9103
SIM|SIM|SIM|SIM|2068
SIM|SIM|NÃO|SIM|1655
SIM|NÃO|NÃO|SIM|1041
NÃO|NÃO|NÃO|NÃO|5746
NÃO|NÃO|NÃO|NÃO|3612
SIM|NÃO|NÃO|SIM|3147
SIM|SIM|NÃO|SIM|8816
SIM|SIM|SIM|SIM|5219
SIM|SIM|SIM|SIM|7453
SIM|NÃO|NÃO|SIM|3767
SIM|SIM|SIM|SIM|2574
NÃO|NÃO|NÃO|NÃO|9892
SIM|SIM|NÃO|SIM|2343
SIM|SIM|SIM|SIM|5022
SIM|NÃO|NÃO|SIM|5371
NÃO|NÃO|NÃO|NÃO|1341
SIM|SIM|SIM|SIM|5731
SIM|SIM|SIM|SIM|2750
SIM|SIM|SIM|SIM|7906
SIM|SIM|NÃO|SIM|4701
SIM|SIM|SIM|SIM|3783
SIM|SIM|NÃO|SIM|2656
SIM|SIM|NÃO|SIM|4178
SIM|NÃO|NÃO|SIM|5411
SIM|SIM|NÃO|SIM|4534
SIM|NÃO|NÃO|SIM|6323
NÃO|NÃO|NÃO|NÃO|3926
NÃO|NÃO|NÃO|NÃO|4631
SIM|NÃO|NÃO|SIM|790
SIM|SIM|SIM|SIM|8673
SIM|NÃO|NÃO|SIM|5971
SIM|NÃO|NÃO|SIM|8636
NÃO|NÃO|NÃO|NÃO|6191
SIM|NÃO|NÃO|SIM|7083
SIM|NÃO|NÃO|SIM|3383
SIM|NÃO|NÃO|SIM|5993
SIM|NÃO|NÃO|SIM|9145
SIM|NÃO|NÃO|SIM|828
SIM|SIM|SIM|SIM|1031
SIM|NÃO|NÃO|SIM|36
SIM|SIM|SIM|SIM|4548
SIM|NÃO|NÃO|SIM|3734
SIM|NÃO|NÃO|SIM|8635
SIM|SIM|SIM|SIM|4353
SIM|SIM|SIM|SIM|5031
SIM|SIM|SIM|SIM|5551
SIM|NÃO|NÃO|SIM|9200
SIM|SIM|SIM|SIM|6331
SIM|SIM|SIM|SIM|8705
SIM|NÃO|NÃO|SIM|3733
SIM|SIM|SIM|SIM|2892
SIM|SIM|NÃO|SIM|7720
SIM|SIM|SIM|SIM|4427
SIM|SIM|SIM|SIM|4290
SIM|SIM|SIM|SIM|635
NÃO|NÃO|NÃO|NÃO|7591
SIM|SIM|SIM|SIM|5372
SIM|NÃO|NÃO|SIM|4708
SIM|SIM|NÃO|SIM|1846
SIM|NÃO|NÃO|SIM|1939
SIM|SIM|NÃO|SIM|449
SIM|SIM|SIM|SIM|2385
SIM|SIM|SIM|SIM|2844
SIM|SIM|SIM|SIM|4780
SIM|SIM|SIM|SIM|464
SIM|NÃO|NÃO|SIM|5875
SIM|SIM|SIM|SIM|1947
SIM|SIM|SIM|SIM|1690
SIM|SIM|SIM|SIM|8214
SIM|SIM|SIM|SIM|2528
SIM|NÃO|NÃO|SIM|4049
SIM|SIM|NÃO|SIM|1968
SIM|SIM|NÃO|SIM|1948
SIM|NÃO|NÃO|SIM|3003
SIM|NÃO|NÃO|SIM|5281
SIM|NÃO|NÃO|SIM|3230
SIM|SIM|SIM|SIM|8408
SIM|NÃO|NÃO|SIM|5920
SIM|SIM|SIM|SIM|477
SIM|SIM|SIM|SIM|487
SIM|NÃO|NÃO|SIM|8558
NÃO|NÃO|NÃO|NÃO|5629
NÃO|NÃO|NÃO|NÃO|1496
SIM|SIM|NÃO|SIM|8662
SIM|NÃO|NÃO|SIM|4417
SIM|NÃO|NÃO|SIM|8424
SIM|SIM|NÃO|SIM|8906
SIM|NÃO|NÃO|SIM|1622
NÃO|NÃO|NÃO|NÃO|1893
SIM|SIM|SIM|SIM|2435
SIM|SIM|NÃO|SIM|1848
SIM|SIM|SIM|SIM|7276
SIM|SIM|SIM|SIM|6848
SIM|SIM|SIM|SIM|2534
SIM|NÃO|NÃO|SIM|5150
SIM|SIM|NÃO|SIM|171
SIM|SIM|NÃO|SIM|5227
SIM|SIM|SIM|SIM|4275
SIM|SIM|SIM|SIM|9035
SIM|SIM|SIM|SIM|1872
SIM|NÃO|NÃO|SIM|1124
NÃO|NÃO|NÃO|NÃO|582
NÃO|NÃO|NÃO|NÃO|7046
SIM|SIM|SIM|SIM|5988
SIM|NÃO|NÃO|SIM|8620
SIM|SIM|SIM|SIM|9126
NÃO|NÃO|NÃO|NÃO|9258
SIM|SIM|SIM|SIM|6357
NÃO|NÃO|NÃO|NÃO|1511
SIM|NÃO|NÃO|SIM|8303
SIM|SIM|SIM|SIM|8503
SIM|SIM|NÃO|SIM|2526
SIM|SIM|SIM|SIM|1540
SIM|SIM|SIM|SIM|6237
SIM|NÃO|NÃO|SIM|5942
SIM|SIM|NÃO|SIM|5729
NÃO|NÃO|NÃO|NÃO|2681
NÃO|NÃO|NÃO|NÃO|7871
SIM|SIM|SIM|SIM|757
SIM|SIM|SIM|SIM|4956
SIM|SIM|SIM|SIM|2761
SIM|SIM|SIM|SIM|4220
SIM|SIM|SIM|SIM|5662
SIM|SIM|SIM|NÃO|4520
SIM|SIM|NÃO|NÃO|6047
SIM|SIM|NÃO|NÃO|7543
SIM|SIM|SIM|NÃO|2818
SIM|SIM|NÃO|NÃO|6881
SIM|SIM|SIM|NÃO|7173
SIM|SIM|NÃO|NÃO|1207
SIM|SIM|NÃO|NÃO|8569
SIM|SIM|SIM|NÃO|3950
SIM|SIM|SIM|NÃO|5774
SIM|SIM|NÃO|NÃO|6247
SIM|SIM|NÃO|NÃO|3472
SIM|SIM|NÃO|NÃO|6983
SIM|SIM|NÃO|NÃO|7581
SIM|SIM|NÃO|NÃO|2739
SIM|SIM|NÃO|NÃO|7517
SIM|SIM|SIM|NÃO|6393
SIM|SIM|SIM|NÃO|3827
SIM|SIM|NÃO|NÃO|5359
SIM|SIM|SIM|NÃO|9413
SIM|SIM|SIM|NÃO|4642
SIM|SIM|NÃO|NÃO|1711
SIM|SIM|SIM|NÃO|3138
SIM|SIM|SIM|NÃO|2888
SIM|SIM|NÃO|NÃO|3617
SIM|SIM|NÃO|NÃO|5220
SIM|SIM|SIM|NÃO|2905
SIM|SIM|SIM|NÃO|3192
SIM|SIM|NÃO|NÃO|2906
SIM|SIM|SIM|NÃO|8249
SIM|SIM|NÃO|NÃO|6982
SIM|SIM|SIM|NÃO|457
SIM|SIM|SIM|NÃO|4501
SIM|SIM|NÃO|NÃO|7941
SIM|SIM|NÃO|NÃO|2286
SIM|SIM|SIM|NÃO|7745
SIM|SIM|SIM|NÃO|7032
SIM|SIM|SIM|NÃO|3205
SIM|SIM|SIM|NÃO|3041
SIM|SIM|NÃO|NÃO|4196
SIM|SIM|SIM|NÃO|6481
SIM|SIM|NÃO|NÃO|4175
SIM|SIM|NÃO|NÃO|6788
SIM|SIM|NÃO|NÃO|2946
SIM|SIM|NÃO|NÃO|458
SIM|SIM|SIM|NÃO|851
SIM|SIM|NÃO|NÃO|7903
SIM|SIM|NÃO|NÃO|4008
SIM|SIM|NÃO|NÃO|1493
SIM|SIM|SIM|NÃO|5924
SIM|SIM|SIM|NÃO|2836
SIM|SIM|SIM|NÃO|847
SIM|SIM|NÃO|NÃO|7291
SIM|SIM|SIM|NÃO|4788
SIM|SIM|SIM|NÃO|4813
SIM|SIM|NÃO|NÃO|4167
SIM|SIM|NÃO|NÃO|2838
SIM|SIM|NÃO|NÃO|2093
SIM|SIM|NÃO|NÃO|2624
SIM|SIM|NÃO|NÃO|5455
SIM|SIM|NÃO|NÃO|4502
SIM|SIM|SIM|NÃO|7047
SIM|SIM|SIM|NÃO|7298
SIM|SIM|NÃO|NÃO|5002
SIM|SIM|SIM|NÃO|7598
SIM|SIM|NÃO|NÃO|6239
SIM|SIM|NÃO|NÃO|5067
SIM|SIM|SIM|NÃO|4721
SIM|SIM|NÃO|NÃO|6609
SIM|SIM|SIM|NÃO|2634
SIM|SIM|NÃO|NÃO|2895
SIM|SIM|SIM|NÃO|3961
SIM|SIM|NÃO|NÃO|3359
SIM|SIM|NÃO|NÃO|7468
SIM|SIM|SIM|NÃO|2908
SIM|SIM|NÃO|NÃO|6462
SIM|SIM|NÃO|NÃO|4249
SIM|SIM|SIM|NÃO|2948
SIM|SIM|SIM|NÃO|2828
SIM|SIM|SIM|NÃO|4385
SIM|SIM|NÃO|NÃO|4499
SIM|SIM|NÃO|NÃO|2144
SIM|SIM|NÃO|NÃO|8521
SIM|SIM|SIM|NÃO|1458
SIM|SIM|NÃO|NÃO|7048
SIM|SIM|SIM|NÃO|470
SIM|SIM|NÃO|NÃO|2244
SIM|SIM|NÃO|NÃO|9182
SIM|SIM|NÃO|NÃO|5563
SIM|SIM|NÃO|NÃO|2616
SIM|SIM|NÃO|NÃO|6606
SIM|SIM|NÃO|NÃO|7574
SIM|SIM|NÃO|NÃO|6467
SIM|SIM|SIM|NÃO|4185
SIM|SIM|SIM|NÃO|6851
SIM|SIM|SIM|NÃO|6298
SIM|SIM|NÃO|NÃO|3930
SIM|SIM|SIM|NÃO|9185
SIM|SIM|SIM|NÃO|8185
SIM|SIM|SIM|NÃO|6153
SIM|SIM|NÃO|NÃO|7840
SIM|SIM|NÃO|NÃO|3011
SIM|SIM|SIM|NÃO|2837
SIM|SIM|NÃO|NÃO|4559
SIM|SIM|NÃO|NÃO|8757
SIM|SIM|SIM|NÃO|3260
SIM|SIM|NÃO|NÃO|1373
SIM|SIM|SIM|NÃO|4130
SIM|SIM|SIM|NÃO|598
SIM|SIM|SIM|NÃO|7084
SIM|SIM|SIM|NÃO|7038
SIM|SIM|SIM|NÃO|8656
SIM|SIM|NÃO|NÃO|2899
SIM|SIM|NÃO|NÃO|2639
SIM|SIM|NÃO|NÃO|8453
SIM|SIM|SIM|NÃO|5997
SIM|SIM|SIM|NÃO|6015
SIM|SIM|SIM|NÃO|5024
SIM|SIM|SIM|NÃO|4217
SIM|SIM|SIM|NÃO|4469
SIM|SIM|NÃO|NÃO|6526
SIM|SIM|NÃO|NÃO|7754
SIM|SIM|NÃO|NÃO|7372
SIM|SIM|SIM|NÃO|6823
SIM|SIM|NÃO|NÃO|1212
SIM|SIM|SIM|NÃO|5955
SIM|SIM|NÃO|NÃO|4585
SIM|SIM|NÃO|NÃO|2725
SIM|SIM|NÃO|NÃO|7602
SIM|SIM|SIM|NÃO|4715
SIM|SIM|SIM|NÃO|2867
SIM|SIM|NÃO|NÃO|2245
SIM|SIM|SIM|NÃO|8194
SIM|SIM|SIM|NÃO|7272
SIM|SIM|NÃO|NÃO|5380
SIM|SIM|NÃO|NÃO|3468
SIM|SIM|SIM|NÃO|5899
SIM|SIM|NÃO|NÃO|2827
SIM|SIM|NÃO|NÃO|3613
SIM|SIM|NÃO|NÃO|9008
SIM|SIM|NÃO|NÃO|4874
SIM|SIM|NÃO|NÃO|7346
SIM|SIM|SIM|NÃO|3936
SIM|SIM|SIM|NÃO|4507
SIM|SIM|SIM|NÃO|6660
SIM|SIM|NÃO|NÃO|150
SIM|SIM|NÃO|NÃO|6815
SIM|SIM|SIM|NÃO|7816
SIM|SIM|SIM|NÃO|9242
SIM|SIM|NÃO|NÃO|3005
SIM|SIM|SIM|NÃO|7665
SIM|SIM|SIM|NÃO|3875
SIM|SIM|SIM|NÃO|590
SIM|SIM|SIM|NÃO|2947
SIM|SIM|NÃO|NÃO|5230
SIM|SIM|SIM|NÃO|3361
SIM|SIM|SIM|NÃO|5163
SIM|SIM|NÃO|NÃO|4518
SIM|SIM|SIM|NÃO|2249
SIM|SIM|SIM|NÃO|7269
SIM|SIM|SIM|NÃO|2823
SIM|SIM|NÃO|SIM|8839
NÃO|NÃO|NÃO|NÃO|1981
SIM|SIM|SIM|SIM|2275
NÃO|NÃO|NÃO|NÃO|5669
SIM|SIM|NÃO|SIM|6016
SIM|SIM|SIM|SIM|3094
SIM|SIM|NÃO|SIM|4497
NÃO|NÃO|NÃO|NÃO|7447
SIM|SIM|NÃO|SIM|7587
SIM|SIM|NÃO|SIM|9649
SIM|SIM|NÃO|SIM|355
SIM|SIM|NÃO|SIM|8870
SIM|SIM|NÃO|SIM|7403
SIM|SIM|NÃO|SIM|7074
SIM|SIM|NÃO|SIM|5509
SIM|SIM|NÃO|SIM|8913
SIM|SIM|NÃO|SIM|7976
SIM|SIM|NÃO|SIM|141
SIM|SIM|NÃO|SIM|3727
SIM|SIM|NÃO|SIM|8941
SIM|SIM|NÃO|SIM|6207
SIM|SIM|NÃO|SIM|1274
SIM|SIM|SIM|SIM|2224
SIM|SIM|SIM|SIM|5976
SIM|SIM|SIM|SIM|7487
SIM|SIM|NÃO|SIM|2339
SIM|SIM|NÃO|SIM|9039
SIM|SIM|NÃO|SIM|1227
SIM|SIM|NÃO|SIM|7010
SIM|SIM|SIM|SIM|2529
SIM|SIM|NÃO|SIM|433
SIM|SIM|NÃO|SIM|1407
SIM|SIM|SIM|SIM|3937
SIM|SIM|NÃO|SIM|1136
SIM|SIM|SIM|SIM|6734
SIM|SIM|NÃO|SIM|7114
SIM|SIM|SIM|SIM|6345
SIM|SIM|NÃO|SIM|2747
SIM|SIM|SIM|SIM|7001
SIM|SIM|NÃO|SIM|9197
SIM|SIM|NÃO|SIM|6455
SIM|SIM|NÃO|SIM|4495
SIM|SIM|SIM|SIM|2468
SIM|SIM|NÃO|SIM|5573
SIM|SIM|NÃO|SIM|2406
SIM|SIM|NÃO|SIM|1417
SIM|SIM|NÃO|SIM|9130
SIM|SIM|NÃO|SIM|5856
SIM|SIM|SIM|SIM|7021
SIM|SIM|NÃO|SIM|6025
SIM|SIM|NÃO|SIM|6856
SIM|SIM|NÃO|SIM|9666
SIM|SIM|SIM|SIM|8035
SIM|SIM|NÃO|SIM|2774
SIM|SIM|SIM|SIM|6218
SIM|SIM|SIM|SIM|4517
SIM|SIM|NÃO|SIM|8395
SIM|SIM|NÃO|SIM|8796
SIM|SIM|NÃO|SIM|4861
NÃO|NÃO|NÃO|NÃO|7827
SIM|SIM|NÃO|SIM|341
SIM|SIM|SIM|SIM|1504
SIM|SIM|SIM|SIM|2505
SIM|SIM|NÃO|SIM|1930
SIM|SIM|SIM|SIM|3759
SIM|SIM|NÃO|SIM|4886
SIM|SIM|SIM|SIM|2288
SIM|SIM|SIM|SIM|8179
SIM|SIM|SIM|SIM|5586
SIM|SIM|NÃO|SIM|3039
SIM|SIM|SIM|SIM|3660
SIM|SIM|NÃO|SIM|2364
SIM|SIM|NÃO|SIM|8571
SIM|SIM|SIM|SIM|1763
SIM|SIM|SIM|SIM|7980
SIM|SIM|NÃO|SIM|6026
SIM|SIM|NÃO|SIM|1708
SIM|SIM|SIM|SIM|7178
SIM|SIM|NÃO|SIM|5938
SIM|SIM|SIM|SIM|5975
SIM|SIM|SIM|SIM|6252
SIM|SIM|NÃO|SIM|9164
SIM|SIM|SIM|SIM|3277
SIM|SIM|SIM|SIM|3236
SIM|SIM|NÃO|SIM|6219
SIM|SIM|SIM|SIM|9463
SIM|SIM|NÃO|SIM|8132
SIM|SIM|NÃO|SIM|2780
SIM|SIM|NÃO|SIM|8510
SIM|SIM|SIM|SIM|5928
SIM|SIM|NÃO|SIM|6150
SIM|SIM|SIM|SIM|2098
SIM|SIM|NÃO|SIM|2429
SIM|SIM|NÃO|SIM|3757
SIM|SIM|NÃO|SIM|1749
SIM|SIM|NÃO|SIM|6225
NÃO|NÃO|NÃO|NÃO|2295
SIM|SIM|NÃO|SIM|45
SIM|SIM|SIM|SIM|5937
SIM|SIM|SIM|SIM|3442
SIM|SIM|NÃO|SIM|600
SIM|SIM|SIM|SIM|8768
SIM|SIM|NÃO|SIM|9426
SIM|SIM|NÃO|SIM|8216
SIM|SIM|NÃO|SIM|919
SIM|SIM|NÃO|SIM|5231
SIM|SIM|NÃO|SIM|7977
SIM|SIM|NÃO|SIM|1897
SIM|SIM|SIM|SIM|2556
SIM|SIM|SIM|SIM|6886
SIM|SIM|NÃO|SIM|7398
SIM|SIM|SIM|SIM|3895
SIM|SIM|SIM|SIM|2345
SIM|SIM|NÃO|SIM|8081
SIM|SIM|NÃO|SIM|3375
SIM|SIM|NÃO|SIM|2387
SIM|SIM|SIM|SIM|6151
SIM|SIM|NÃO|SIM|2109
SIM|SIM|SIM|SIM|8319
SIM|SIM|NÃO|SIM|6275
SIM|SIM|NÃO|SIM|9261
SIM|SIM|SIM|SIM|9723
SIM|SIM|NÃO|SIM|7004
SIM|SIM|NÃO|SIM|8218
SIM|SIM|NÃO|SIM|813
SIM|SIM|SIM|SIM|4830
SIM|SIM|NÃO|SIM|7595
SIM|SIM|NÃO|SIM|2590
SIM|SIM|NÃO|SIM|1783
SIM|SIM|NÃO|SIM|5635
SIM|SIM|SIM|SIM|4252
SIM|SIM|NÃO|SIM|9662
SIM|SIM|NÃO|SIM|5681
SIM|SIM|NÃO|SIM|1134
SIM|SIM|NÃO|SIM|8232
SIM|SIM|SIM|SIM|2954
SIM|SIM|NÃO|SIM|5865
SIM|SIM|NÃO|SIM|4977
SIM|SIM|NÃO|SIM|5603
SIM|SIM|SIM|SIM|8008
SIM|SIM|NÃO|SIM|1258
SIM|SIM|NÃO|SIM|8306
SIM|SIM|SIM|SIM|7961
SIM|SIM|SIM|SIM|2852
NÃO|NÃO|NÃO|NÃO|8551
SIM|SIM|NÃO|SIM|6262
SIM|SIM|SIM|SIM|4345
SIM|SIM|NÃO|SIM|920
SIM|SIM|NÃO|SIM|7979
SIM|SIM|NÃO|SIM|9660
SIM|SIM|NÃO|SIM|9132
SIM|SIM|NÃO|SIM|8363
NÃO|NÃO|NÃO|NÃO|8204
SIM|SIM|SIM|SIM|4015
SIM|SIM|NÃO|SIM|1254
SIM|SIM|SIM|SIM|9241
SIM|SIM|NÃO|SIM|6784
SIM|SIM|SIM|SIM|7364
SIM|SIM|SIM|SIM|9138
SIM|SIM|NÃO|SIM|5933
SIM|SIM|NÃO|SIM|2524
SIM|SIM|NÃO|SIM|2140
SIM|SIM|NÃO|SIM|1050
SIM|SIM|NÃO|SIM|9048
SIM|SIM|NÃO|SIM|8036
SIM|SIM|SIM|SIM|6735
SIM|SIM|NÃO|SIM|1014
SIM|SIM|NÃO|SIM|2466
SIM|SIM|NÃO|SIM|6625
SIM|SIM|NÃO|SIM|2174
SIM|SIM|NÃO|SIM|4254
SIM|SIM|NÃO|SIM|8465
SIM|SIM|NÃO|SIM|1146
SIM|SIM|NÃO|SIM|8048
SIM|SIM|NÃO|SIM|4696
SIM|SIM|NÃO|SIM|820
SIM|SIM|NÃO|SIM|9882
SIM|SIM|NÃO|SIM|6148
SIM|SIM|NÃO|SIM|6997
SIM|SIM|NÃO|SIM|1184
SIM|SIM|SIM|SIM|2628
SIM|SIM|NÃO|SIM|6040
SIM|SIM|NÃO|SIM|7550
SIM|SIM|NÃO|SIM|5897
SIM|SIM|NÃO|SIM|9808
SIM|SIM|NÃO|SIM|1177
SIM|SIM|NÃO|SIM|7448
NÃO|NÃO|NÃO|NÃO|6611
SIM|SIM|SIM|SIM|4235
SIM|SIM|SIM|SIM|6121
SIM|SIM|NÃO|SIM|9699
SIM|SIM|NÃO|SIM|2253
SIM|SIM|NÃO|SIM|7780
SIM|SIM|SIM|SIM|7011
SIM|SIM|SIM|SIM|8052
NÃO|NÃO|NÃO|NÃO|6182
SIM|SIM|NÃO|SIM|5670
SIM|SIM|NÃO|SIM|7311
SIM|SIM|NÃO|SIM|307
SIM|SIM|NÃO|SIM|3389
SIM|SIM|SIM|SIM|2373
SIM|SIM|SIM|SIM|3106
SIM|SIM|NÃO|SIM|5751
SIM|SIM|NÃO|SIM|7983
SIM|SIM|SIM|SIM|8039
SIM|SIM|NÃO|SIM|412
NÃO|NÃO|NÃO|NÃO|1858
SIM|SIM|SIM|SIM|5758
SIM|SIM|NÃO|SIM|6626
NÃO|NÃO|NÃO|NÃO|1698
SIM|SIM|NÃO|SIM|5776
SIM|SIM|SIM|SIM|8478
SIM|SIM|NÃO|SIM|1495
SIM|SIM|SIM|SIM|8463
SIM|SIM|SIM|SIM|2228
SIM|SIM|NÃO|SIM|1570
SIM|SIM|SIM|SIM|2232
SIM|SIM|NÃO|SIM|6610
SIM|SIM|NÃO|SIM|7509
SIM|SIM|NÃO|SIM|2330
SIM|SIM|SIM|SIM|9398
SIM|SIM|NÃO|SIM|5149
SIM|SIM|NÃO|SIM|5619
SIM|SIM|NÃO|SIM|8892
SIM|SIM|SIM|SIM|2555
SIM|SIM|SIM|SIM|1688
SIM|SIM|NÃO|SIM|5700
SIM|SIM|NÃO|SIM|9719
SIM|SIM|SIM|SIM|6423
SIM|SIM|NÃO|SIM|8009
SIM|SIM|NÃO|SIM|3557
SIM|SIM|SIM|SIM|1710
SIM|SIM|NÃO|SIM|5104
SIM|SIM|NÃO|SIM|5533
SIM|SIM|NÃO|SIM|3335
SIM|SIM|NÃO|SIM|7168
SIM|SIM|NÃO|SIM|2248
SIM|SIM|NÃO|SIM|10021
SIM|SIM|NÃO|SIM|6730
SIM|SIM|NÃO|SIM|6041
SIM|SIM|SIM|SIM|5127
SIM|SIM|NÃO|SIM|8593
SIM|SIM|NÃO|SIM|8418
SIM|SIM|NÃO|SIM|4791
SIM|SIM|SIM|SIM|2728
SIM|SIM|NÃO|SIM|4978
SIM|SIM|SIM|SIM|4975
SIM|SIM|NÃO|SIM|4789
SIM|SIM|SIM|SIM|2625
SIM|SIM|SIM|SIM|3427
SIM|SIM|NÃO|SIM|6391
SIM|SIM|SIM|SIM|6314
SIM|SIM|NÃO|SIM|3356
SIM|SIM|NÃO|SIM|6256
SIM|SIM|NÃO|SIM|7349
SIM|SIM|NÃO|SIM|7774
NÃO|NÃO|NÃO|NÃO|8744
SIM|SIM|NÃO|SIM|9805
SIM|SIM|NÃO|SIM|1023
SIM|SIM|NÃO|SIM|5847
SIM|SIM|NÃO|SIM|4496
NÃO|NÃO|NÃO|NÃO|1165
SIM|SIM|SIM|SIM|8349
SIM|SIM|SIM|SIM|2711
SIM|SIM|NÃO|SIM|3100
NÃO|NÃO|NÃO|NÃO|2729
SIM|SIM|SIM|SIM|3739
SIM|SIM|NÃO|SIM|1761
SIM|SIM|NÃO|SIM|8211
SIM|SIM|NÃO|SIM|3368
SIM|SIM|SIM|SIM|2191
SIM|SIM|NÃO|SIM|9029
SIM|SIM|SIM|NÃO|4400
SIM|SIM|SIM|NÃO|3653
SIM|SIM|NÃO|NÃO|9263
SIM|SIM|NÃO|NÃO|1864
SIM|SIM|NÃO|NÃO|6334
NÃO|NÃO|NÃO|NÃO|7807
SIM|SIM|NÃO|NÃO|7505
SIM|SIM|NÃO|NÃO|8899
SIM|SIM|SIM|NÃO|7388
SIM|SIM|NÃO|NÃO|2688
SIM|SIM|SIM|NÃO|2901
SIM|SIM|NÃO|NÃO|815
SIM|SIM|NÃO|NÃO|5982
SIM|SIM|SIM|NÃO|9729
SIM|SIM|NÃO|NÃO|3344
SIM|SIM|SIM|NÃO|2877
SIM|SIM|SIM|NÃO|7642
SIM|SIM|NÃO|NÃO|1693
