status_allin|id_erp|grupo_restricao
1|2307|
1|2311|[abase-restric-o-de-vacinas]
1|2312|
0|2314|[abase-restric-o-de-vacinas]
1|2319|
1|2330|[abase-restric-o-de-vacinas]
1|2333|[abase-restric-o-de-vacinas]
1|2334|[abase-restric-o-de-vacinas]
1|4480|
0|5669|[abase-restric-o-de-vacinas]
0|5671|[abase-restric-o-de-vacinas]
1|2350|[abase-restric-o-de-vacinas]
1|2362|[abase-restric-o-de-vacinas]
1|2364|[abase-restric-o-de-vacinas]
1|1031|
1|2385|
1|4832|[abase-restric-o-de-vacinas]
0|2389|[abase-restric-o-de-vacinas]
0|2393|[abase-restric-o-de-vacinas]
0|5618|[abase-restric-o-de-vacinas]
1|2410|
1|2411|[abase-restric-o-de-vacinas]
1|2414|[abase-restric-o-de-vacinas]
1|2416|
1|2417|[abase-restric-o-de-vacinas]
1|2424|[abase-restric-o-de-vacinas]
0|2425|[abase-restric-o-de-vacinas]
1|2426|[abase-restric-o-de-vacinas]
1|2432|[abase-restric-o-de-vacinas]
1|2435|
1|2436|[abase-restric-o-de-vacinas]
0|5665|[abase-restric-o-de-vacinas]
0|5636|[abase-restric-o-de-vacinas]
1|2442|
1|2444|[abase-restric-o-de-vacinas]
1|2446|[abase-restric-o-de-vacinas]
1|2447|
1|2448|[abase-restric-o-de-vacinas]
1|2461|
1|2463|[abase-restric-o-de-vacinas]
1|2466|[abase-restric-o-de-vacinas]
1|2467|
1|2468|
1|2473|[abase-restric-o-de-vacinas]
1|2482|[abase-restric-o-de-vacinas]
1|6215|
0|61|[abase-restric-o-de-vacinas]
1|2493|
1|2496|[abase-restric-o-de-vacinas]
1|2499|[abase-restric-o-de-vacinas]
1|8162|[abase-restric-o-de-vacinas]
1|2503|[abase-restric-o-de-vacinas]
1|2505|
1|5799|
1|5610|[abase-restric-o-de-vacinas]
1|2507|[abase-restric-o-de-vacinas]
1|2515|[abase-restric-o-de-vacinas]
1|2517|[abase-restric-o-de-vacinas]
1|2518|[abase-restric-o-de-vacinas]
0|23|[abase-restric-o-de-vacinas]
1|2525|[abase-restric-o-de-vacinas]
1|2526|[abase-restric-o-de-vacinas]
1|2538|[abase-restric-o-de-vacinas]
0|2539|[abase-restric-o-de-vacinas]
1|2545|[abase-restric-o-de-vacinas]
1|2548|[abase-restric-o-de-vacinas]
1|2552|
1|2553|[abase-restric-o-de-vacinas]
0|2564|[abase-restric-o-de-vacinas]
1|2570|[abase-restric-o-de-vacinas]
1|2578|
1|2580|[abase-restric-o-de-vacinas]
1|2585|[abase-restric-o-de-vacinas]
1|2588|[abase-restric-o-de-vacinas]
1|2592|[abase-restric-o-de-vacinas]
1|2594|
1|8962|
0|6898|[abase-restric-o-de-vacinas]
1|2622|[abase-restric-o-de-vacinas]
1|2624|[abase-restric-o-de-vacinas]
1|2632|[abase-restric-o-de-vacinas]
1|2633|[abase-restric-o-de-vacinas]
1|3012|
0|2640|[abase-restric-o-de-vacinas]
1|2649|[abase-restric-o-de-vacinas]
1|2651|[abase-restric-o-de-vacinas]
1|6243|
1|2663|[abase-restric-o-de-vacinas]
1|2664|[abase-restric-o-de-vacinas]
1|2134|
1|2668|[abase-restric-o-de-vacinas]
1|2676|[abase-restric-o-de-vacinas]
1|2679|[abase-restric-o-de-vacinas]
1|2685|
1|2686|[abase-restric-o-de-vacinas]
1|2688|[abase-restric-o-de-vacinas]
1|709|[abase-restric-o-de-vacinas]
1|784|[abase-restric-o-de-vacinas]
1|2694|
0|2509|[abase-restric-o-de-vacinas]
1|2700|[abase-restric-o-de-vacinas]
1|2721|
1|2730|
1|2739|[abase-restric-o-de-vacinas]
1|2757|[abase-restric-o-de-vacinas]
1|2774|[abase-restric-o-de-vacinas]
1|2781|[abase-restric-o-de-vacinas]
1|2783|[abase-restric-o-de-vacinas]
0|2785|[abase-restric-o-de-vacinas]
0|5578|[abase-restric-o-de-vacinas]
1|2792|
1|2795|[abase-restric-o-de-vacinas]
1|2797|
1|2811|
0|2826|[abase-restric-o-de-vacinas]
1|2840|
1|2851|[abase-restric-o-de-vacinas]
0|2859|[abase-restric-o-de-vacinas]
1|2883|
0|2893|[abase-restric-o-de-vacinas]
1|2895|[abase-restric-o-de-vacinas]
0|2897|[abase-restric-o-de-vacinas]
1|2898|
0|2928|[abase-restric-o-de-vacinas]
1|2929|
1|2931|[abase-restric-o-de-vacinas]
1|2936|[abase-restric-o-de-vacinas]
1|2946|[abase-restric-o-de-vacinas]
1|4426|
1|2955|
1|2957|[abase-restric-o-de-vacinas]
1|2959|[abase-restric-o-de-vacinas]
0|7595|[abase-restric-o-de-vacinas]
1|2973|[abase-restric-o-de-vacinas]
1|2975|[abase-restric-o-de-vacinas]
1|2976|[abase-restric-o-de-vacinas]
1|2977|[abase-restric-o-de-vacinas]
1|2979|[abase-restric-o-de-vacinas]
1|2980|[abase-restric-o-de-vacinas]
1|3005|[abase-restric-o-de-vacinas]
1|3186|[abase-restric-o-de-vacinas]
1|3011|[abase-restric-o-de-vacinas]
0|5443|[abase-restric-o-de-vacinas]
0|3014|[abase-restric-o-de-vacinas]
1|3030|
1|3039|[abase-restric-o-de-vacinas]
0|5406|[abase-restric-o-de-vacinas]
1|3047|
1|3062|[abase-restric-o-de-vacinas]
1|3065|[abase-restric-o-de-vacinas]
1|3066|[abase-restric-o-de-vacinas]
1|3071|
1|3088|
0||
0|285|[abase-restric-o-de-vacinas]
1|3096|
0|3099|[abase-restric-o-de-vacinas]
1|3106|
1|3107|[abase-restric-o-de-vacinas]
1|3110|[abase-restric-o-de-vacinas]
1|3141|[abase-restric-o-de-vacinas]
1|3143|[abase-restric-o-de-vacinas]
1|3147|[abase-restric-o-de-vacinas]
1|3163|
1|3170|[abase-restric-o-de-vacinas]
1|3175|[abase-restric-o-de-vacinas]
1|3177|[abase-restric-o-de-vacinas]
0|3255|[abase-restric-o-de-vacinas]
1|3203|[abase-restric-o-de-vacinas]
1|3204|[abase-restric-o-de-vacinas]
1|3228|
1|3230|[abase-restric-o-de-vacinas]
1|3232|[abase-restric-o-de-vacinas]
1|3237|[abase-restric-o-de-vacinas]
1|3255|[abase-restric-o-de-vacinas]
1|3256|[abase-restric-o-de-vacinas]
1|3264|[abase-restric-o-de-vacinas]
1|3270|
1|3287|[abase-restric-o-de-vacinas]
1|3289|[abase-restric-o-de-vacinas]
1|3291|[abase-restric-o-de-vacinas]
1|3293|[abase-restric-o-de-vacinas]
1|3302|
1|3305|
1|3308|[abase-restric-o-de-vacinas]
1|3309|[abase-restric-o-de-vacinas]
1|3312|[abase-restric-o-de-vacinas]
1|3322|[abase-restric-o-de-vacinas]
1|3343|
1|3344|[abase-restric-o-de-vacinas]
1|8698|
1|3350|
1|3361|
1|3365|[abase-restric-o-de-vacinas]
1|3373|[abase-restric-o-de-vacinas]
1|3375|[abase-restric-o-de-vacinas]
1|3383|[abase-restric-o-de-vacinas]
1|3404|[abase-restric-o-de-vacinas]
1|3408|[abase-restric-o-de-vacinas]
1|3426|[abase-restric-o-de-vacinas]
0|3436|[abase-restric-o-de-vacinas]
1|3438|[abase-restric-o-de-vacinas]
0|8552|[abase-restric-o-de-vacinas]
1|3461|[abase-restric-o-de-vacinas]
1|3468|[abase-restric-o-de-vacinas]
1|3471|
1|3472|[abase-restric-o-de-vacinas]
1|3479|
0|5569|[abase-restric-o-de-vacinas]
1|3491|[abase-restric-o-de-vacinas]
1|3492|[abase-restric-o-de-vacinas]
1|3505|
1|3511|[abase-restric-o-de-vacinas]
0|3527|[abase-restric-o-de-vacinas]
0|3532|[abase-restric-o-de-vacinas]
1|3546|
1|3561|[abase-restric-o-de-vacinas]
0|3562|[abase-restric-o-de-vacinas]
1|3566|[abase-restric-o-de-vacinas]
1|3569|[abase-restric-o-de-vacinas]
1|3572|[abase-restric-o-de-vacinas]
1|3576|[abase-restric-o-de-vacinas]
1|3603|[abase-restric-o-de-vacinas]
1|3613|[abase-restric-o-de-vacinas]
1|3619|
1|3623|
1|3628|[abase-restric-o-de-vacinas]
1|3630|
0|5067|[abase-restric-o-de-vacinas]
1|3659|[abase-restric-o-de-vacinas]
0|8599|[abase-restric-o-de-vacinas]
1|3674|[abase-restric-o-de-vacinas]
1|3675|[abase-restric-o-de-vacinas]
0|3678|[abase-restric-o-de-vacinas]
1|3688|[abase-restric-o-de-vacinas]
1|3690|[abase-restric-o-de-vacinas]
1|3691|[abase-restric-o-de-vacinas]
1|3692|[abase-restric-o-de-vacinas]
1|3693|[abase-restric-o-de-vacinas]
1|3694|[abase-restric-o-de-vacinas]
1|3695|[abase-restric-o-de-vacinas]
1|6992|[abase-restric-o-de-vacinas]
1|3701|[abase-restric-o-de-vacinas]
1|3715|[abase-restric-o-de-vacinas]
1|3717|[abase-restric-o-de-vacinas]
1|3723|[abase-restric-o-de-vacinas]
1|3727|[abase-restric-o-de-vacinas]
0|5380|[abase-restric-o-de-vacinas]
1|3734|[abase-restric-o-de-vacinas]
1|3735|
0|2873|[abase-restric-o-de-vacinas]
0|5139|[abase-restric-o-de-vacinas]
1|3737|[abase-restric-o-de-vacinas]
1|3739|
1|3747|
1|3748|
0|8927|[abase-restric-o-de-vacinas]
1|5056|[abase-restric-o-de-vacinas]
0|8665|[abase-restric-o-de-vacinas]
0|4729|[abase-restric-o-de-vacinas]
1|3762|[abase-restric-o-de-vacinas]
1|3798|
1|3802|[abase-restric-o-de-vacinas]
1|3805|[abase-restric-o-de-vacinas]
1|3806|[abase-restric-o-de-vacinas]
1|3807|[abase-restric-o-de-vacinas]
1|3827|
1|3840|
1|3843|[abase-restric-o-de-vacinas]
1|3850|[abase-restric-o-de-vacinas]
0|3862|[abase-restric-o-de-vacinas]
1|3875|
1|3876|
1|3881|[abase-restric-o-de-vacinas]
1|3882|[abase-restric-o-de-vacinas]
1|3906|[abase-restric-o-de-vacinas]
1|3911|[abase-restric-o-de-vacinas]
0|3926|[abase-restric-o-de-vacinas]
0|3927|[abase-restric-o-de-vacinas]
1|3932|[abase-restric-o-de-vacinas]
1|3936|
1|3941|[abase-restric-o-de-vacinas]
1|3942|[abase-restric-o-de-vacinas]
1|3948|
1|3960|[abase-restric-o-de-vacinas]
1|7071|
1|3970|[abase-restric-o-de-vacinas]
0|3985|[abase-restric-o-de-vacinas]
1|3990|
0|5026|[abase-restric-o-de-vacinas]
1|3996|
1|4001|[abase-restric-o-de-vacinas]
0|4006|[abase-restric-o-de-vacinas]
0|4887|[abase-restric-o-de-vacinas]
1|4017|[abase-restric-o-de-vacinas]
0|4025|[abase-restric-o-de-vacinas]
0|4026|[abase-restric-o-de-vacinas]
1|5013|[abase-restric-o-de-vacinas]
1|6772|[abase-restric-o-de-vacinas]
1|4066|
1|4072|[abase-restric-o-de-vacinas]
1|4076|[abase-restric-o-de-vacinas]
1|4094|[abase-restric-o-de-vacinas]
1|4120|[abase-restric-o-de-vacinas]
1|4122|[abase-restric-o-de-vacinas]
0|4124|[abase-restric-o-de-vacinas]
0|4143|[abase-restric-o-de-vacinas]
1|4146|[abase-restric-o-de-vacinas]
0|4154|[abase-restric-o-de-vacinas]
1|4156|[abase-restric-o-de-vacinas]
1|4161|[abase-restric-o-de-vacinas]
0||
0|4711|[abase-restric-o-de-vacinas]
1|4169|[abase-restric-o-de-vacinas]
1|4178|[abase-restric-o-de-vacinas]
1|4179|[abase-restric-o-de-vacinas]
0|4182|[abase-restric-o-de-vacinas]
1|4185|
1|4645|
1|4196|[abase-restric-o-de-vacinas]
1|4216|[abase-restric-o-de-vacinas]
1|4217|
1|4221|
1|4226|[abase-restric-o-de-vacinas]
1|4232|[abase-restric-o-de-vacinas]
1|5602|
1|4237|[abase-restric-o-de-vacinas]
0|4244|[abase-restric-o-de-vacinas]
1|4245|[abase-restric-o-de-vacinas]
1|4249|[abase-restric-o-de-vacinas]
0|4585|[abase-restric-o-de-vacinas]
1|5418|[abase-restric-o-de-vacinas]
1|4252|
1|4253|[abase-restric-o-de-vacinas]
1|4263|[abase-restric-o-de-vacinas]
0|4487|[abase-restric-o-de-vacinas]
1|4275|
1|4276|[abase-restric-o-de-vacinas]
1|4287|[abase-restric-o-de-vacinas]
0|4289|[abase-restric-o-de-vacinas]
0|4296|[abase-restric-o-de-vacinas]
1|4329|[abase-restric-o-de-vacinas]
1|4331|[abase-restric-o-de-vacinas]
1|4336|[abase-restric-o-de-vacinas]
1|4338|[abase-restric-o-de-vacinas]
1|4345|
1|4348|
1|4352|[abase-restric-o-de-vacinas]
1|4364|[abase-restric-o-de-vacinas]
1|4365|
0|4370|[abase-restric-o-de-vacinas]
1|4375|
1|4376|[abase-restric-o-de-vacinas]
1|4378|
1|4380|[abase-restric-o-de-vacinas]
1|4381|
1|4384|
1|4386|[abase-restric-o-de-vacinas]
1|4390|[abase-restric-o-de-vacinas]
0|4251|[abase-restric-o-de-vacinas]
1|4400|
1|4412|
1|4415|[abase-restric-o-de-vacinas]
1|4431|
1|4432|[abase-restric-o-de-vacinas]
1|4443|[abase-restric-o-de-vacinas]
1|4450|
0|4452|[abase-restric-o-de-vacinas]
1|4456|
1|4463|[abase-restric-o-de-vacinas]
1|4470|[abase-restric-o-de-vacinas]
0|5514|[abase-restric-o-de-vacinas]
1|4483|[abase-restric-o-de-vacinas]
1|4484|[abase-restric-o-de-vacinas]
1|4486|[abase-restric-o-de-vacinas]
0|4267|[abase-restric-o-de-vacinas]
1|4488|[abase-restric-o-de-vacinas]
1|4492|[abase-restric-o-de-vacinas]
1|4494|[abase-restric-o-de-vacinas]
1|4495|[abase-restric-o-de-vacinas]
1|4496|[abase-restric-o-de-vacinas]
1|4497|[abase-restric-o-de-vacinas]
1|4498|
1|4499|[abase-restric-o-de-vacinas]
1|4502|[abase-restric-o-de-vacinas]
1|4503|
1|4518|[abase-restric-o-de-vacinas]
1|4520|
1|4527|[abase-restric-o-de-vacinas]
1|4530|[abase-restric-o-de-vacinas]
1|4539|[abase-restric-o-de-vacinas]
1|4552|[abase-restric-o-de-vacinas]
1|4568|[abase-restric-o-de-vacinas]
1|4579|[abase-restric-o-de-vacinas]
0|4306|[abase-restric-o-de-vacinas]
1|4586|[abase-restric-o-de-vacinas]
0|4594|[abase-restric-o-de-vacinas]
1|4599|[abase-restric-o-de-vacinas]
0|4609|[abase-restric-o-de-vacinas]
1|4627|
0|4631|[abase-restric-o-de-vacinas]
1|4634|[abase-restric-o-de-vacinas]
0|8571|[abase-restric-o-de-vacinas]
1|4671|[abase-restric-o-de-vacinas]
0|4678|[abase-restric-o-de-vacinas]
1|4680|
1|4689|[abase-restric-o-de-vacinas]
1|4693|
1|4696|[abase-restric-o-de-vacinas]
0|4698|[abase-restric-o-de-vacinas]
1|4701|[abase-restric-o-de-vacinas]
1|4708|[abase-restric-o-de-vacinas]
0|4305|[abase-restric-o-de-vacinas]
1|4712|
1|4713|[abase-restric-o-de-vacinas]
1|4719|[abase-restric-o-de-vacinas]
0|7456|[abase-restric-o-de-vacinas]
1|4731|[abase-restric-o-de-vacinas]
1|4733|[abase-restric-o-de-vacinas]
0|4734|[abase-restric-o-de-vacinas]
0|4735|[abase-restric-o-de-vacinas]
1|4739|
0|4754|[abase-restric-o-de-vacinas]
1|4755|[abase-restric-o-de-vacinas]
1|4763|[abase-restric-o-de-vacinas]
1|4777|[abase-restric-o-de-vacinas]
1|4778|[abase-restric-o-de-vacinas]
1|4789|[abase-restric-o-de-vacinas]
1|4791|[abase-restric-o-de-vacinas]
0|4796|[abase-restric-o-de-vacinas]
1|4804|[abase-restric-o-de-vacinas]
1|4811|[abase-restric-o-de-vacinas]
1|4820|[abase-restric-o-de-vacinas]
1|4821|[abase-restric-o-de-vacinas]
1|4830|
1|4855|
1|4859|[abase-restric-o-de-vacinas]
1|4861|[abase-restric-o-de-vacinas]
1|4862|[abase-restric-o-de-vacinas]
0|4863|[abase-restric-o-de-vacinas]
0|4875|[abase-restric-o-de-vacinas]
1|4881|[abase-restric-o-de-vacinas]
1|4886|[abase-restric-o-de-vacinas]
0|5901|[abase-restric-o-de-vacinas]
0|4895|[abase-restric-o-de-vacinas]
1|4899|[abase-restric-o-de-vacinas]
1|4901|[abase-restric-o-de-vacinas]
1|4904|[abase-restric-o-de-vacinas]
1|4908|
0|4911|[abase-restric-o-de-vacinas]
1|4914|[abase-restric-o-de-vacinas]
0|4917|[abase-restric-o-de-vacinas]
1|4918|[abase-restric-o-de-vacinas]
1|4919|[abase-restric-o-de-vacinas]
1|4938|[abase-restric-o-de-vacinas]
1|4958|[abase-restric-o-de-vacinas]
0|4961|[abase-restric-o-de-vacinas]
1|4966|[abase-restric-o-de-vacinas]
1|4968|[abase-restric-o-de-vacinas]
1|4974|[abase-restric-o-de-vacinas]
1|4991|
1|5000|[abase-restric-o-de-vacinas]
1|5002|[abase-restric-o-de-vacinas]
1|5004|[abase-restric-o-de-vacinas]
0|5005|[abase-restric-o-de-vacinas]
1|5007|[abase-restric-o-de-vacinas]
1|5016|
0|5018|[abase-restric-o-de-vacinas]
0|5020|[abase-restric-o-de-vacinas]
1|5023|[abase-restric-o-de-vacinas]
0|4008|[abase-restric-o-de-vacinas]
1|5028|[abase-restric-o-de-vacinas]
1|5032|
1|5034|[abase-restric-o-de-vacinas]
1|5036|[abase-restric-o-de-vacinas]
1|5040|[abase-restric-o-de-vacinas]
1|5043|[abase-restric-o-de-vacinas]
0|3967|
1|3991|
1|5057|[abase-restric-o-de-vacinas]
1|5058|
1|5061|[abase-restric-o-de-vacinas]
1|5064|[abase-restric-o-de-vacinas]
0|4049|[abase-restric-o-de-vacinas]
1|5074|[abase-restric-o-de-vacinas]
1|5077|[abase-restric-o-de-vacinas]
1|5104|[abase-restric-o-de-vacinas]
1|5108|[abase-restric-o-de-vacinas]
1|5113|
1|5114|
1|5118|[abase-restric-o-de-vacinas]
1|5121|
1|5123|[abase-restric-o-de-vacinas]
1|5127|
1|5130|[abase-restric-o-de-vacinas]
0|5136|[abase-restric-o-de-vacinas]
0|3910|[abase-restric-o-de-vacinas]
1|5149|[abase-restric-o-de-vacinas]
1|5152|[abase-restric-o-de-vacinas]
1|5163|
1|5167|[abase-restric-o-de-vacinas]
1|5169|
1|5175|
1|5182|
1|5196|[abase-restric-o-de-vacinas]
0|5708|[abase-restric-o-de-vacinas]
1|5213|[abase-restric-o-de-vacinas]
1|5220|[abase-restric-o-de-vacinas]
1|5227|[abase-restric-o-de-vacinas]
1|5228|[abase-restric-o-de-vacinas]
1|5229|
1|5231|[abase-restric-o-de-vacinas]
1|5240|[abase-restric-o-de-vacinas]
1|5261|
1|5272|[abase-restric-o-de-vacinas]
1|5274|[abase-restric-o-de-vacinas]
1|5284|[abase-restric-o-de-vacinas]
1|5286|[abase-restric-o-de-vacinas]
1|5292|[abase-restric-o-de-vacinas]
0|5300|[abase-restric-o-de-vacinas]
1|5303|
0|5304|[abase-restric-o-de-vacinas]
1|5305|[abase-restric-o-de-vacinas]
1|5310|
1|5313|[abase-restric-o-de-vacinas]
1|5316|[abase-restric-o-de-vacinas]
1|5321|
0|5329|[abase-restric-o-de-vacinas]
0|5330|[abase-restric-o-de-vacinas]
1|5332|[abase-restric-o-de-vacinas]
1|5334|[abase-restric-o-de-vacinas]
1|5337|
1|5349|
1|5359|[abase-restric-o-de-vacinas]
1|5362|[abase-restric-o-de-vacinas]
0|4159|[abase-restric-o-de-vacinas]
0|4188|[abase-restric-o-de-vacinas]
0|3964|[abase-restric-o-de-vacinas]
0|5419|[abase-restric-o-de-vacinas]
1|5428|[abase-restric-o-de-vacinas]
1|5429|[abase-restric-o-de-vacinas]
0|5442|[abase-restric-o-de-vacinas]
0|3484|[abase-restric-o-de-vacinas]
1|5454|[abase-restric-o-de-vacinas]
1|5455|[abase-restric-o-de-vacinas]
0|5464|[abase-restric-o-de-vacinas]
1|5466|[abase-restric-o-de-vacinas]
0|5481|[abase-restric-o-de-vacinas]
0|5486|[abase-restric-o-de-vacinas]
0|5488|[abase-restric-o-de-vacinas]
0|5494|[abase-restric-o-de-vacinas]
0|5496|[abase-restric-o-de-vacinas]
0|5502|[abase-restric-o-de-vacinas]
0|3757|[abase-restric-o-de-vacinas]
1|5524|[abase-restric-o-de-vacinas]
1|5544|[abase-restric-o-de-vacinas]
1|3736|
0|3755|[abase-restric-o-de-vacinas]
0|5567|[abase-restric-o-de-vacinas]
0|3179|[abase-restric-o-de-vacinas]
1|5573|[abase-restric-o-de-vacinas]
0|5591|[abase-restric-o-de-vacinas]
1|5593|
0|5599|[abase-restric-o-de-vacinas]
1|4703|[abase-restric-o-de-vacinas]
0|5614|[abase-restric-o-de-vacinas]
1|3749|[abase-restric-o-de-vacinas]
1|5619|[abase-restric-o-de-vacinas]
1|5625|[abase-restric-o-de-vacinas]
1|5634|[abase-restric-o-de-vacinas]
0|3698|[abase-restric-o-de-vacinas]
1|5640|[abase-restric-o-de-vacinas]
0|5641|[abase-restric-o-de-vacinas]
1|5645|[abase-restric-o-de-vacinas]
0|5648|[abase-restric-o-de-vacinas]
0|5656|[abase-restric-o-de-vacinas]
1|5657|
1|5662|
0|3346|[abase-restric-o-de-vacinas]
1|5666|[abase-restric-o-de-vacinas]
1|5667|
0|3733|[abase-restric-o-de-vacinas]
1|5670|[abase-restric-o-de-vacinas]
1|3759|
0|5672|[abase-restric-o-de-vacinas]
1|5674|[abase-restric-o-de-vacinas]
1|5676|
1|5681|[abase-restric-o-de-vacinas]
1|5695|
0|5697|[abase-restric-o-de-vacinas]
0|5706|[abase-restric-o-de-vacinas]
1|5717|[abase-restric-o-de-vacinas]
1|5730|[abase-restric-o-de-vacinas]
0|5746|[abase-restric-o-de-vacinas]
1|5751|[abase-restric-o-de-vacinas]
1|5752|
1|3660|
1|5770|[abase-restric-o-de-vacinas]
1|5775|[abase-restric-o-de-vacinas]
1|5776|[abase-restric-o-de-vacinas]
0|5779|[abase-restric-o-de-vacinas]
1|5783|[abase-restric-o-de-vacinas]
1|5790|[abase-restric-o-de-vacinas]
1|5797|[abase-restric-o-de-vacinas]
1|5800|
0|5801|[abase-restric-o-de-vacinas]
1|5802|[abase-restric-o-de-vacinas]
0|3447|[abase-restric-o-de-vacinas]
1|5821|
0|3658|[abase-restric-o-de-vacinas]
1|5824|[abase-restric-o-de-vacinas]
1|5825|[abase-restric-o-de-vacinas]
0|2502|[abase-restric-o-de-vacinas]
1|5835|
0|3046|[abase-restric-o-de-vacinas]
1|2699|[abase-restric-o-de-vacinas]
1|5863|
1|5866|[abase-restric-o-de-vacinas]
1|5867|
0|5868|[abase-restric-o-de-vacinas]
0|5891|[abase-restric-o-de-vacinas]
0|5898|[abase-restric-o-de-vacinas]
0|5912|[abase-restric-o-de-vacinas]
1|5915|[abase-restric-o-de-vacinas]
0|5916|[abase-restric-o-de-vacinas]
1|5918|
0|5919|[abase-restric-o-de-vacinas]
1|5920|[abase-restric-o-de-vacinas]
1|5933|[abase-restric-o-de-vacinas]
1|5957|[abase-restric-o-de-vacinas]
1|5960|[abase-restric-o-de-vacinas]
1|5970|[abase-restric-o-de-vacinas]
0|3007|[abase-restric-o-de-vacinas]
1|5997|
1|6011|
1|6025|[abase-restric-o-de-vacinas]
1|6027|[abase-restric-o-de-vacinas]
1|6042|[abase-restric-o-de-vacinas]
1|6060|[abase-restric-o-de-vacinas]
0|2791|[abase-restric-o-de-vacinas]
1|6083|[abase-restric-o-de-vacinas]
1|3068|
1|6092|
1|6099|[abase-restric-o-de-vacinas]
1|6106|[abase-restric-o-de-vacinas]
0|6112|[abase-restric-o-de-vacinas]
1|6114|[abase-restric-o-de-vacinas]
0|634|[abase-restric-o-de-vacinas]
1|6136|[abase-restric-o-de-vacinas]
1|6139|
1|6144|[abase-restric-o-de-vacinas]
1|6150|[abase-restric-o-de-vacinas]
0|2739|[abase-restric-o-de-vacinas]
0|6169|[abase-restric-o-de-vacinas]
1|6171|[abase-restric-o-de-vacinas]
1|6177|[abase-restric-o-de-vacinas]
1|6178|[abase-restric-o-de-vacinas]
1|6188|
0|5587|[abase-restric-o-de-vacinas]
1|6194|[abase-restric-o-de-vacinas]
1|6195|
0|2616|[abase-restric-o-de-vacinas]
0|6206|[abase-restric-o-de-vacinas]
1|6209|[abase-restric-o-de-vacinas]
1|6210|[abase-restric-o-de-vacinas]
1|6217|[abase-restric-o-de-vacinas]
1|6224|[abase-restric-o-de-vacinas]
0|2729|[abase-restric-o-de-vacinas]
1|6239|[abase-restric-o-de-vacinas]
1|6253|
1|6261|[abase-restric-o-de-vacinas]
1|6295|[abase-restric-o-de-vacinas]
0|6299|[abase-restric-o-de-vacinas]
0|6304|[abase-restric-o-de-vacinas]
1|6307|[abase-restric-o-de-vacinas]
1|6309|[abase-restric-o-de-vacinas]
1|6315|[abase-restric-o-de-vacinas]
0|2519|[abase-restric-o-de-vacinas]
1|6333|
1|6334|[abase-restric-o-de-vacinas]
1|6360|[abase-restric-o-de-vacinas]
1|6364|
1|6367|[abase-restric-o-de-vacinas]
1|6391|[abase-restric-o-de-vacinas]
0|6400|[abase-restric-o-de-vacinas]
0|2445|[abase-restric-o-de-vacinas]
1|6413|
0|2657|[abase-restric-o-de-vacinas]
1|6430|[abase-restric-o-de-vacinas]
1|6436|[abase-restric-o-de-vacinas]
0|6437|[abase-restric-o-de-vacinas]
1|6452|
0|2666|[abase-restric-o-de-vacinas]
1|6457|[abase-restric-o-de-vacinas]
0|2637|[abase-restric-o-de-vacinas]
1|6462|[abase-restric-o-de-vacinas]
1|6467|[abase-restric-o-de-vacinas]
1|6481|
0|6485|[abase-restric-o-de-vacinas]
0|2413|[abase-restric-o-de-vacinas]
1|6492|[abase-restric-o-de-vacinas]
1|6494|[abase-restric-o-de-vacinas]
0|6495|[abase-restric-o-de-vacinas]
0|6497|[abase-restric-o-de-vacinas]
0|6509|[abase-restric-o-de-vacinas]
1|6510|[abase-restric-o-de-vacinas]
0|6514|[abase-restric-o-de-vacinas]
0|6519|[abase-restric-o-de-vacinas]
0|6520|[abase-restric-o-de-vacinas]
0|6523|[abase-restric-o-de-vacinas]
1|6526|[abase-restric-o-de-vacinas]
1|6530|[abase-restric-o-de-vacinas]
0|2506|[abase-restric-o-de-vacinas]
1|6545|[abase-restric-o-de-vacinas]
0|6552|[abase-restric-o-de-vacinas]
0|2484|[abase-restric-o-de-vacinas]
1|6569|
1|6575|[abase-restric-o-de-vacinas]
1|6578|[abase-restric-o-de-vacinas]
1|6581|[abase-restric-o-de-vacinas]
1|2960|[abase-restric-o-de-vacinas]
1|2367|
0|6587|[abase-restric-o-de-vacinas]
1|6590|[abase-restric-o-de-vacinas]
1|6592|
1|6593|[abase-restric-o-de-vacinas]
1|6595|[abase-restric-o-de-vacinas]
1|6597|[abase-restric-o-de-vacinas]
1|2441|
1|6606|[abase-restric-o-de-vacinas]
1|6609|[abase-restric-o-de-vacinas]
1|6610|[abase-restric-o-de-vacinas]
1|2437|
1|6615|
1|6616|
1|6618|[abase-restric-o-de-vacinas]
1|6626|[abase-restric-o-de-vacinas]
1|6631|[abase-restric-o-de-vacinas]
0|6633|[abase-restric-o-de-vacinas]
1|6640|[abase-restric-o-de-vacinas]
0|6653|[abase-restric-o-de-vacinas]
1|6654|[abase-restric-o-de-vacinas]
1|6655|
1|6657|[abase-restric-o-de-vacinas]
0|6658|[abase-restric-o-de-vacinas]
1|6661|[abase-restric-o-de-vacinas]
1|6662|[abase-restric-o-de-vacinas]
1|6664|[abase-restric-o-de-vacinas]
1|6666|[abase-restric-o-de-vacinas]
0|2299|[abase-restric-o-de-vacinas]
1|6677|
0|6679|[abase-restric-o-de-vacinas]
1|6681|[abase-restric-o-de-vacinas]
0|3185|[abase-restric-o-de-vacinas]
1|6689|
1|6690|
1|6693|[abase-restric-o-de-vacinas]
1|6697|
1|3064|
