status_allin|id_erp|grupo_restricao
0|7049|[abase-restric-o-de-vacinas]
0|4913|[abase-restric-o-de-vacinas]
0|5545|[abase-restric-o-de-vacinas]
1|6152|[abase-restric-o-de-vacinas]
0|1720|[abase-restric-o-de-vacinas]
0|6381|[abase-restric-o-de-vacinas]
1|6303|
0|6044|[abase-restric-o-de-vacinas]
0|4177|[abase-restric-o-de-vacinas]
0|6460|[abase-restric-o-de-vacinas]
0|8576|[abase-restric-o-de-vacinas]
0|359|[abase-restric-o-de-vacinas]
0|4996|[abase-restric-o-de-vacinas]
0|8597|[abase-restric-o-de-vacinas]
0|5962|[abase-restric-o-de-vacinas]
0|1330|[abase-restric-o-de-vacinas]
0|3208|[abase-restric-o-de-vacinas]
0|5930|[abase-restric-o-de-vacinas]
0|1371|[abase-restric-o-de-vacinas]
0|7622|[abase-restric-o-de-vacinas]
0|1694|[abase-restric-o-de-vacinas]
0|3957|[abase-restric-o-de-vacinas]
1|4629|[abase-restric-o-de-vacinas]
0|4482|[abase-restric-o-de-vacinas]
0|2715|[abase-restric-o-de-vacinas]
1|3758|[abase-restric-o-de-vacinas]
0|6082|[abase-restric-o-de-vacinas]
0|9926|[abase-restric-o-de-vacinas]
0|525|[abase-restric-o-de-vacinas]
1|8191|[abase-restric-o-de-vacinas]
0|4760|[abase-restric-o-de-vacinas]
0|5714|[abase-restric-o-de-vacinas]
1|8681|[abase-restric-o-de-vacinas]
0|1800|[abase-restric-o-de-vacinas]
0|5741|[abase-restric-o-de-vacinas]
0|126|[abase-restric-o-de-vacinas]
0|9857|[abase-restric-o-de-vacinas]
0|5624|[abase-restric-o-de-vacinas]
1|5808|[abase-restric-o-de-vacinas]
0|4098|[abase-restric-o-de-vacinas]
0|7721|[abase-restric-o-de-vacinas]
0|3078|[abase-restric-o-de-vacinas]
0|6398|[abase-restric-o-de-vacinas]
1|8071|[abase-restric-o-de-vacinas]
0|1244|[abase-restric-o-de-vacinas]
0|5743|[abase-restric-o-de-vacinas]
0|8648|[abase-restric-o-de-vacinas]
0|7778|[abase-restric-o-de-vacinas]
0|7592|[abase-restric-o-de-vacinas]
0|3555|[abase-restric-o-de-vacinas]
0|7064|[abase-restric-o-de-vacinas]
0|5831|[abase-restric-o-de-vacinas]
0|5732|[abase-restric-o-de-vacinas]
1|6300|[abase-restric-o-de-vacinas]
0|4129|[abase-restric-o-de-vacinas]
0|511|[abase-restric-o-de-vacinas]
1|8050|[abase-restric-o-de-vacinas]
1|8458|[abase-restric-o-de-vacinas]
1|7616|[abase-restric-o-de-vacinas]
0|8464|[abase-restric-o-de-vacinas]
0|4174|[abase-restric-o-de-vacinas]
0|3615|[abase-restric-o-de-vacinas]
0|1626|[abase-restric-o-de-vacinas]
0|3725|[abase-restric-o-de-vacinas]
0|655|[abase-restric-o-de-vacinas]
0|8456|[abase-restric-o-de-vacinas]
0|4150|[abase-restric-o-de-vacinas]
0|8619|[abase-restric-o-de-vacinas]
0|7845|[abase-restric-o-de-vacinas]
0|3297|[abase-restric-o-de-vacinas]
0|4697|[abase-restric-o-de-vacinas]
0|408|[abase-restric-o-de-vacinas]
0|7664|[abase-restric-o-de-vacinas]
0|7669|[abase-restric-o-de-vacinas]
0|3989|[abase-restric-o-de-vacinas]
0|8532|[abase-restric-o-de-vacinas]
0|2439|[abase-restric-o-de-vacinas]
0|6434|[abase-restric-o-de-vacinas]
0|4035|[abase-restric-o-de-vacinas]
0|4126|[abase-restric-o-de-vacinas]
1|8352|[abase-restric-o-de-vacinas]
0|6885|[abase-restric-o-de-vacinas]
0|5691|[abase-restric-o-de-vacinas]
0|212|[abase-restric-o-de-vacinas]
0|7187|[abase-restric-o-de-vacinas]
0|8996|[abase-restric-o-de-vacinas]
0|8959|[abase-restric-o-de-vacinas]
0|9082|[abase-restric-o-de-vacinas]
0|3490|[abase-restric-o-de-vacinas]
0|4737|[abase-restric-o-de-vacinas]
0|5257|[abase-restric-o-de-vacinas]
1|5817|[abase-restric-o-de-vacinas]
1|327|[abase-restric-o-de-vacinas]
0|6122|[abase-restric-o-de-vacinas]
0|13|[abase-restric-o-de-vacinas]
0|8343|[abase-restric-o-de-vacinas]
0|5324|[abase-restric-o-de-vacinas]
0|7897|[abase-restric-o-de-vacinas]
0|5554|[abase-restric-o-de-vacinas]
1|7010|[abase-restric-o-de-vacinas]
0|21|[abase-restric-o-de-vacinas]
0|2655|[abase-restric-o-de-vacinas]
0|1291|[abase-restric-o-de-vacinas]
0|7904|[abase-restric-o-de-vacinas]
0|441|[abase-restric-o-de-vacinas]
0|5848|[abase-restric-o-de-vacinas]
0|4573|[abase-restric-o-de-vacinas]
1|7702|[abase-restric-o-de-vacinas]
0|4004|[abase-restric-o-de-vacinas]
1|8338|
0|7544|[abase-restric-o-de-vacinas]
1|6075|[abase-restric-o-de-vacinas]
0|7075|[abase-restric-o-de-vacinas]
0|5520|[abase-restric-o-de-vacinas]
0|3832|[abase-restric-o-de-vacinas]
0|1902|[abase-restric-o-de-vacinas]
0|7313|[abase-restric-o-de-vacinas]
0|7026|[abase-restric-o-de-vacinas]
0|4256|[abase-restric-o-de-vacinas]
0|6057|[abase-restric-o-de-vacinas]
0|827|[abase-restric-o-de-vacinas]
1|5460|[abase-restric-o-de-vacinas]
0|6826|[abase-restric-o-de-vacinas]
0|1392|[abase-restric-o-de-vacinas]
0|9998|[abase-restric-o-de-vacinas]
0|3559|[abase-restric-o-de-vacinas]
1|4399|[abase-restric-o-de-vacinas]
0|2615|[abase-restric-o-de-vacinas]
0|3123|[abase-restric-o-de-vacinas]
0|5858|[abase-restric-o-de-vacinas]
0|6319|[abase-restric-o-de-vacinas]
1|6308|[abase-restric-o-de-vacinas]
0|8529|[abase-restric-o-de-vacinas]
0|9802|[abase-restric-o-de-vacinas]
0|3040|[abase-restric-o-de-vacinas]
0|1336|[abase-restric-o-de-vacinas]
0|751|[abase-restric-o-de-vacinas]
0|9960|[abase-restric-o-de-vacinas]
0|870|[abase-restric-o-de-vacinas]
0|9177|[abase-restric-o-de-vacinas]
0|6251|[abase-restric-o-de-vacinas]
0|958|[abase-restric-o-de-vacinas]
0|2230|[abase-restric-o-de-vacinas]
0|2384|[abase-restric-o-de-vacinas]
0|4618|[abase-restric-o-de-vacinas]
0|9318|[abase-restric-o-de-vacinas]
0|9088|[abase-restric-o-de-vacinas]
0|9665|[abase-restric-o-de-vacinas]
0|3703|[abase-restric-o-de-vacinas]
0|4155|[abase-restric-o-de-vacinas]
0|1792|[abase-restric-o-de-vacinas]
1|5952|[abase-restric-o-de-vacinas]
0|2409|[abase-restric-o-de-vacinas]
1|6097|[abase-restric-o-de-vacinas]
0|5189|[abase-restric-o-de-vacinas]
0|2991|[abase-restric-o-de-vacinas]
0|2719|[abase-restric-o-de-vacinas]
0|7887|[abase-restric-o-de-vacinas]
0|9968|[abase-restric-o-de-vacinas]
0|8973|[abase-restric-o-de-vacinas]
0|1322|[abase-restric-o-de-vacinas]
0|9174|[abase-restric-o-de-vacinas]
0|7872|[abase-restric-o-de-vacinas]
0|3057|[abase-restric-o-de-vacinas]
0|9877|[abase-restric-o-de-vacinas]
0|5822|[abase-restric-o-de-vacinas]
0|7094|[abase-restric-o-de-vacinas]
0|5270|[abase-restric-o-de-vacinas]
0|5384|[abase-restric-o-de-vacinas]
0|3885|[abase-restric-o-de-vacinas]
0|5780|[abase-restric-o-de-vacinas]
0|7316|[abase-restric-o-de-vacinas]
0|3795|[abase-restric-o-de-vacinas]
0|6961|[abase-restric-o-de-vacinas]
0|6087|[abase-restric-o-de-vacinas]
0|6241|[abase-restric-o-de-vacinas]
0|6446|[abase-restric-o-de-vacinas]
0|8932|[abase-restric-o-de-vacinas]
0|402|[abase-restric-o-de-vacinas]
0|6843|[abase-restric-o-de-vacinas]
0|178|[abase-restric-o-de-vacinas]
0|9720|[abase-restric-o-de-vacinas]
0|10028|[abase-restric-o-de-vacinas]
0|9713|[abase-restric-o-de-vacinas]
0|9726|[abase-restric-o-de-vacinas]
0|9732|[abase-restric-o-de-vacinas]
0|9745|[abase-restric-o-de-vacinas]
0|6602|[abase-restric-o-de-vacinas]
0|9865|[abase-restric-o-de-vacinas]
0|7710|[abase-restric-o-de-vacinas]
0|7344|[abase-restric-o-de-vacinas]
0|7391|[abase-restric-o-de-vacinas]
0|8350|[abase-restric-o-de-vacinas]
0|6687|[abase-restric-o-de-vacinas]
0|5652|[abase-restric-o-de-vacinas]
0|6799|[abase-restric-o-de-vacinas]
0|6762|[abase-restric-o-de-vacinas]
0|7547|[abase-restric-o-de-vacinas]
0|6813|[abase-restric-o-de-vacinas]
0|9025|[abase-restric-o-de-vacinas]
0|1024|[abase-restric-o-de-vacinas]
0|6916|[abase-restric-o-de-vacinas]
0|6915|[abase-restric-o-de-vacinas]
0|7711|[abase-restric-o-de-vacinas]
0|7051|[abase-restric-o-de-vacinas]
0|7792|[abase-restric-o-de-vacinas]
0|7244|[abase-restric-o-de-vacinas]
0|6168|[abase-restric-o-de-vacinas]
0|6187|[abase-restric-o-de-vacinas]
0|4238|[abase-restric-o-de-vacinas]
0|6285|[abase-restric-o-de-vacinas]
0|6348|[abase-restric-o-de-vacinas]
0|6332|[abase-restric-o-de-vacinas]
0|7322|[abase-restric-o-de-vacinas]
0|7016|[abase-restric-o-de-vacinas]
0|7410|[abase-restric-o-de-vacinas]
0|7668|[abase-restric-o-de-vacinas]
0|7099|[abase-restric-o-de-vacinas]
0|6727|[abase-restric-o-de-vacinas]
0|7990|[abase-restric-o-de-vacinas]
0|6958|[abase-restric-o-de-vacinas]
0|6686|[abase-restric-o-de-vacinas]
0|9049|[abase-restric-o-de-vacinas]
0|1971|[abase-restric-o-de-vacinas]
0|9277|[abase-restric-o-de-vacinas]
0|3209|[abase-restric-o-de-vacinas]
0|3434|[abase-restric-o-de-vacinas]
0|1682|[abase-restric-o-de-vacinas]
0|1678|[abase-restric-o-de-vacinas]
0|1567|[abase-restric-o-de-vacinas]
0|2355|[abase-restric-o-de-vacinas]
0|711|[abase-restric-o-de-vacinas]
0|3124|[abase-restric-o-de-vacinas]
0|2600|[abase-restric-o-de-vacinas]
0|1702|[abase-restric-o-de-vacinas]
0|1706|[abase-restric-o-de-vacinas]
0|3776|[abase-restric-o-de-vacinas]
0|4283|[abase-restric-o-de-vacinas]
0|3597|[abase-restric-o-de-vacinas]
0|2773|[abase-restric-o-de-vacinas]
0|2847|[abase-restric-o-de-vacinas]
0|4139|[abase-restric-o-de-vacinas]
0|1201|[abase-restric-o-de-vacinas]
0|2289|[abase-restric-o-de-vacinas]
0|848|[abase-restric-o-de-vacinas]
0|706|[abase-restric-o-de-vacinas]
0|1117|[abase-restric-o-de-vacinas]
0|1715|[abase-restric-o-de-vacinas]
0|1880|[abase-restric-o-de-vacinas]
0|2394|[abase-restric-o-de-vacinas]
0|1526|[abase-restric-o-de-vacinas]
0|1736|[abase-restric-o-de-vacinas]
0|1072|[abase-restric-o-de-vacinas]
0|2019|[abase-restric-o-de-vacinas]
0|767|[abase-restric-o-de-vacinas]
0|764|[abase-restric-o-de-vacinas]
0|871|[abase-restric-o-de-vacinas]
0|3101|[abase-restric-o-de-vacinas]
0|899|[abase-restric-o-de-vacinas]
0|3153|[abase-restric-o-de-vacinas]
0|2292|[abase-restric-o-de-vacinas]
0|2040|[abase-restric-o-de-vacinas]
0|3235|[abase-restric-o-de-vacinas]
0|1138|[abase-restric-o-de-vacinas]
0|2568|[abase-restric-o-de-vacinas]
0|2563|[abase-restric-o-de-vacinas]
0|3328|[abase-restric-o-de-vacinas]
0|3405|[abase-restric-o-de-vacinas]
0|4127|[abase-restric-o-de-vacinas]
0|2913|[abase-restric-o-de-vacinas]
0|2544|[abase-restric-o-de-vacinas]
0|3592|[abase-restric-o-de-vacinas]
0|3409|[abase-restric-o-de-vacinas]
0|868|[abase-restric-o-de-vacinas]
0|3833|[abase-restric-o-de-vacinas]
0|2028|[abase-restric-o-de-vacinas]
0|3378|[abase-restric-o-de-vacinas]
0|4407|[abase-restric-o-de-vacinas]
0|4409|[abase-restric-o-de-vacinas]
0|1185|[abase-restric-o-de-vacinas]
0|2498|[abase-restric-o-de-vacinas]
0|732|[abase-restric-o-de-vacinas]
0|4748|[abase-restric-o-de-vacinas]
0|4133|[abase-restric-o-de-vacinas]
0|2021|[abase-restric-o-de-vacinas]
0|2163|[abase-restric-o-de-vacinas]
0|1153|[abase-restric-o-de-vacinas]
0|1899|[abase-restric-o-de-vacinas]
0|2324|[abase-restric-o-de-vacinas]
0|4435|[abase-restric-o-de-vacinas]
0|3892|[abase-restric-o-de-vacinas]
0|1507|[abase-restric-o-de-vacinas]
0|1074|[abase-restric-o-de-vacinas]
0|699|[abase-restric-o-de-vacinas]
0|829|[abase-restric-o-de-vacinas]
0|905|[abase-restric-o-de-vacinas]
0|1826|[abase-restric-o-de-vacinas]
0|4561|[abase-restric-o-de-vacinas]
0|1391|[abase-restric-o-de-vacinas]
0|1709|[abase-restric-o-de-vacinas]
0|2216|[abase-restric-o-de-vacinas]
0|2297|[abase-restric-o-de-vacinas]
0|3364|[abase-restric-o-de-vacinas]
0|3377|[abase-restric-o-de-vacinas]
0|4472|[abase-restric-o-de-vacinas]
0|1265|[abase-restric-o-de-vacinas]
0|1529|[abase-restric-o-de-vacinas]
0|1578|[abase-restric-o-de-vacinas]
0|3893|[abase-restric-o-de-vacinas]
0|2958|[abase-restric-o-de-vacinas]
0|454|[abase-restric-o-de-vacinas]
0|406|[abase-restric-o-de-vacinas]
0|5087|[abase-restric-o-de-vacinas]
0|5098|[abase-restric-o-de-vacinas]
0|5093|[abase-restric-o-de-vacinas]
0|5103|[abase-restric-o-de-vacinas]
0|5092|[abase-restric-o-de-vacinas]
0|3142|[abase-restric-o-de-vacinas]
0|8594|[abase-restric-o-de-vacinas]
0|8622|[abase-restric-o-de-vacinas]
0|7205|[abase-restric-o-de-vacinas]
0|9040|[abase-restric-o-de-vacinas]
0|7540|[abase-restric-o-de-vacinas]
0|9171|[abase-restric-o-de-vacinas]
0|7438|[abase-restric-o-de-vacinas]
0|4500|[abase-restric-o-de-vacinas]
1|7059|[abase-restric-o-de-vacinas]
1|7555|[abase-restric-o-de-vacinas]
0|7402|[abase-restric-o-de-vacinas]
1|8237|[abase-restric-o-de-vacinas]
0|7490|[abase-restric-o-de-vacinas]
1|8238|[abase-restric-o-de-vacinas]
1|161|[abase-restric-o-de-vacinas]
0|2547|[abase-restric-o-de-vacinas]
1|1793|[abase-restric-o-de-vacinas]
0|5728|[abase-restric-o-de-vacinas]
1|6583|[abase-restric-o-de-vacinas]
1|6754|[abase-restric-o-de-vacinas]
1|9344|[abase-restric-o-de-vacinas]
1|8110|[abase-restric-o-de-vacinas]
0|6787|[abase-restric-o-de-vacinas]
1|9303|[abase-restric-o-de-vacinas]
1|9674|[abase-restric-o-de-vacinas]
1|9675|[abase-restric-o-de-vacinas]
0|4190|[abase-restric-o-de-vacinas]
0|6869|[abase-restric-o-de-vacinas]
0|565|[abase-restric-o-de-vacinas]
0|9235|[abase-restric-o-de-vacinas]
0|755|[abase-restric-o-de-vacinas]
0|7247|[abase-restric-o-de-vacinas]
0|3497|[abase-restric-o-de-vacinas]
0|620|[abase-restric-o-de-vacinas]
0|691|[abase-restric-o-de-vacinas]
0|2654|[abase-restric-o-de-vacinas]
0|7386|[abase-restric-o-de-vacinas]
0|4912|[abase-restric-o-de-vacinas]
0|8175|[abase-restric-o-de-vacinas]
0|591|[abase-restric-o-de-vacinas]
0|7777|[abase-restric-o-de-vacinas]
0|3521|[abase-restric-o-de-vacinas]
0|7709|[abase-restric-o-de-vacinas]
0|7809|[abase-restric-o-de-vacinas]
0|9269|[abase-restric-o-de-vacinas]
0|8247|[abase-restric-o-de-vacinas]
0|515|[abase-restric-o-de-vacinas]
0|9208|[abase-restric-o-de-vacinas]
0|1353|[abase-restric-o-de-vacinas]
0|3176|[abase-restric-o-de-vacinas]
0|9267|[abase-restric-o-de-vacinas]
0|10033|[abase-restric-o-de-vacinas]
0|9314|[abase-restric-o-de-vacinas]
0|4|[abase-restric-o-de-vacinas]
0|644|[abase-restric-o-de-vacinas]
0|9896|[abase-restric-o-de-vacinas]
0|9850|[abase-restric-o-de-vacinas]
0|214|[abase-restric-o-de-vacinas]
0|317|[abase-restric-o-de-vacinas]
0|367|[abase-restric-o-de-vacinas]
0|10030|[abase-restric-o-de-vacinas]
0|9885|[abase-restric-o-de-vacinas]
0|9902|[abase-restric-o-de-vacinas]
0|10026|[abase-restric-o-de-vacinas]
0|9903|[abase-restric-o-de-vacinas]
0|9750|[abase-restric-o-de-vacinas]
0|9853|[abase-restric-o-de-vacinas]
0|9854|[abase-restric-o-de-vacinas]
0|9856|[abase-restric-o-de-vacinas]
0|9866|[abase-restric-o-de-vacinas]
0|9871|[abase-restric-o-de-vacinas]
0|9919|[abase-restric-o-de-vacinas]
0|9934|[abase-restric-o-de-vacinas]
0|9945|[abase-restric-o-de-vacinas]
0|6800|[abase-restric-o-de-vacinas]
0|738|[abase-restric-o-de-vacinas]
0|8347|[abase-restric-o-de-vacinas]
0|1825|[abase-restric-o-de-vacinas]
0|2500|[abase-restric-o-de-vacinas]
0|6167|[abase-restric-o-de-vacinas]
0|6355|[abase-restric-o-de-vacinas]
0|6402|[abase-restric-o-de-vacinas]
0|3431|[abase-restric-o-de-vacinas]
0|3466|[abase-restric-o-de-vacinas]
0|7302|[abase-restric-o-de-vacinas]
0|9052|[abase-restric-o-de-vacinas]
0|7307|[abase-restric-o-de-vacinas]
0|2562|[abase-restric-o-de-vacinas]
0|6445|[abase-restric-o-de-vacinas]
0|7267|[abase-restric-o-de-vacinas]
0|7310|[abase-restric-o-de-vacinas]
0|2456|[abase-restric-o-de-vacinas]
0|2458|[abase-restric-o-de-vacinas]
0|3570|[abase-restric-o-de-vacinas]
0|4425|[abase-restric-o-de-vacinas]
0|4475|[abase-restric-o-de-vacinas]
0|7342|[abase-restric-o-de-vacinas]
0|7357|[abase-restric-o-de-vacinas]
0|7367|[abase-restric-o-de-vacinas]
0|8077|[abase-restric-o-de-vacinas]
0|3503|[abase-restric-o-de-vacinas]
0|8053|[abase-restric-o-de-vacinas]
0|8205|[abase-restric-o-de-vacinas]
0|3667|[abase-restric-o-de-vacinas]
0|2586|[abase-restric-o-de-vacinas]
0|3595|[abase-restric-o-de-vacinas]
0|4532|[abase-restric-o-de-vacinas]
0|4554|[abase-restric-o-de-vacinas]
0|4626|[abase-restric-o-de-vacinas]
0|4569|[abase-restric-o-de-vacinas]
0|5400|[abase-restric-o-de-vacinas]
0|6538|[abase-restric-o-de-vacinas]
0|7400|[abase-restric-o-de-vacinas]
0|7424|[abase-restric-o-de-vacinas]
0|8557|[abase-restric-o-de-vacinas]
0|6591|[abase-restric-o-de-vacinas]
0|4648|[abase-restric-o-de-vacinas]
0|2650|[abase-restric-o-de-vacinas]
0|3711|[abase-restric-o-de-vacinas]
0|6622|[abase-restric-o-de-vacinas]
0|2696|[abase-restric-o-de-vacinas]
0|6644|[abase-restric-o-de-vacinas]
0|9163|[abase-restric-o-de-vacinas]
0|8442|[abase-restric-o-de-vacinas]
0|8445|[abase-restric-o-de-vacinas]
0|8472|[abase-restric-o-de-vacinas]
0|9989|[abase-restric-o-de-vacinas]
0|8541|[abase-restric-o-de-vacinas]
0|8544|[abase-restric-o-de-vacinas]
0|6617|[abase-restric-o-de-vacinas]
0|7478|[abase-restric-o-de-vacinas]
0|7462|[abase-restric-o-de-vacinas]
0|7429|[abase-restric-o-de-vacinas]
0|4685|[abase-restric-o-de-vacinas]
0|5606|[abase-restric-o-de-vacinas]
0|6710|[abase-restric-o-de-vacinas]
0|6717|[abase-restric-o-de-vacinas]
0|2935|[abase-restric-o-de-vacinas]
0|3877|[abase-restric-o-de-vacinas]
0|6731|[abase-restric-o-de-vacinas]
0|7530|[abase-restric-o-de-vacinas]
0|6818|[abase-restric-o-de-vacinas]
0|7493|[abase-restric-o-de-vacinas]
0|7519|[abase-restric-o-de-vacinas]
0|8605|[abase-restric-o-de-vacinas]
0|8604|[abase-restric-o-de-vacinas]
0|3879|[abase-restric-o-de-vacinas]
0|8669|[abase-restric-o-de-vacinas]
0|8625|[abase-restric-o-de-vacinas]
0|3899|[abase-restric-o-de-vacinas]
0|2831|[abase-restric-o-de-vacinas]
0|2832|[abase-restric-o-de-vacinas]
0|2843|[abase-restric-o-de-vacinas]
0|3852|[abase-restric-o-de-vacinas]
0|4781|[abase-restric-o-de-vacinas]
0|6745|[abase-restric-o-de-vacinas]
0|6756|[abase-restric-o-de-vacinas]
0|6781|[abase-restric-o-de-vacinas]
0|7545|[abase-restric-o-de-vacinas]
0|7559|[abase-restric-o-de-vacinas]
0|7565|[abase-restric-o-de-vacinas]
0|8822|[abase-restric-o-de-vacinas]
0|5735|[abase-restric-o-de-vacinas]
0|4774|[abase-restric-o-de-vacinas]
0|2903|[abase-restric-o-de-vacinas]
0|2925|[abase-restric-o-de-vacinas]
0|4872|[abase-restric-o-de-vacinas]
0|5830|[abase-restric-o-de-vacinas]
0|5885|[abase-restric-o-de-vacinas]
0|6795|[abase-restric-o-de-vacinas]
0|6819|[abase-restric-o-de-vacinas]
0|7597|[abase-restric-o-de-vacinas]
0|1886|[abase-restric-o-de-vacinas]
0|7608|[abase-restric-o-de-vacinas]
0|7629|[abase-restric-o-de-vacinas]
0|8869|[abase-restric-o-de-vacinas]
0|9000|[abase-restric-o-de-vacinas]
0|7802|[abase-restric-o-de-vacinas]
0|8955|[abase-restric-o-de-vacinas]
0|7606|[abase-restric-o-de-vacinas]
0|14|[abase-restric-o-de-vacinas]
0|9027|[abase-restric-o-de-vacinas]
0|4020|[abase-restric-o-de-vacinas]
0|93|[abase-restric-o-de-vacinas]
0|160|[abase-restric-o-de-vacinas]
0|240|[abase-restric-o-de-vacinas]
0|3086|[abase-restric-o-de-vacinas]
0|6827|[abase-restric-o-de-vacinas]
0|6845|[abase-restric-o-de-vacinas]
0|7646|[abase-restric-o-de-vacinas]
0|547|[abase-restric-o-de-vacinas]
0|7662|[abase-restric-o-de-vacinas]
0|9135|[abase-restric-o-de-vacinas]
0|3076|[abase-restric-o-de-vacinas]
0|6884|[abase-restric-o-de-vacinas]
0|9091|[abase-restric-o-de-vacinas]
0|6846|[abase-restric-o-de-vacinas]
0|721|[abase-restric-o-de-vacinas]
0|463|[abase-restric-o-de-vacinas]
0|471|[abase-restric-o-de-vacinas]
0|526|[abase-restric-o-de-vacinas]
0|713|[abase-restric-o-de-vacinas]
0|9221|[abase-restric-o-de-vacinas]
0|776|[abase-restric-o-de-vacinas]
0|1393|[abase-restric-o-de-vacinas]
0|811|[abase-restric-o-de-vacinas]
0|794|[abase-restric-o-de-vacinas]
0|988|[abase-restric-o-de-vacinas]
0|1076|[abase-restric-o-de-vacinas]
0|1104|[abase-restric-o-de-vacinas]
0|1321|[abase-restric-o-de-vacinas]
0|1326|[abase-restric-o-de-vacinas]
0|1354|[abase-restric-o-de-vacinas]
0|1471|[abase-restric-o-de-vacinas]
0|1696|[abase-restric-o-de-vacinas]
0|3139|[abase-restric-o-de-vacinas]
0|9250|[abase-restric-o-de-vacinas]
0|9257|[abase-restric-o-de-vacinas]
0|6035|[abase-restric-o-de-vacinas]
0|5145|[abase-restric-o-de-vacinas]
0|6891|[abase-restric-o-de-vacinas]
0|6924|[abase-restric-o-de-vacinas]
0|6920|[abase-restric-o-de-vacinas]
0|7731|[abase-restric-o-de-vacinas]
0|7742|[abase-restric-o-de-vacinas]
1|7762|[abase-restric-o-de-vacinas]
0|9190|[abase-restric-o-de-vacinas]
0|9222|[abase-restric-o-de-vacinas]
0|1520|[abase-restric-o-de-vacinas]
0|1619|[abase-restric-o-de-vacinas]
0|1060|[abase-restric-o-de-vacinas]
0|275|[abase-restric-o-de-vacinas]
0|4152|[abase-restric-o-de-vacinas]
0|6889|[abase-restric-o-de-vacinas]
0|877|[abase-restric-o-de-vacinas]
0|9181|[abase-restric-o-de-vacinas]
0|1038|[abase-restric-o-de-vacinas]
0|1618|[abase-restric-o-de-vacinas]
0|1714|[abase-restric-o-de-vacinas]
0|1754|[abase-restric-o-de-vacinas]
0|3199|[abase-restric-o-de-vacinas]
0|5050|[abase-restric-o-de-vacinas]
0|6143|[abase-restric-o-de-vacinas]
0|6166|[abase-restric-o-de-vacinas]
0|2267|[abase-restric-o-de-vacinas]
0|7773|[abase-restric-o-de-vacinas]
0|7785|[abase-restric-o-de-vacinas]
0|7067|[abase-restric-o-de-vacinas]
0|7172|[abase-restric-o-de-vacinas]
0|3275|[abase-restric-o-de-vacinas]
0|5115|[abase-restric-o-de-vacinas]
0|5161|[abase-restric-o-de-vacinas]
0|5143|[abase-restric-o-de-vacinas]
0|6257|[abase-restric-o-de-vacinas]
0|7125|[abase-restric-o-de-vacinas]
0|7137|[abase-restric-o-de-vacinas]
0|7162|[abase-restric-o-de-vacinas]
0|7165|[abase-restric-o-de-vacinas]
0|7848|[abase-restric-o-de-vacinas]
0|7876|[abase-restric-o-de-vacinas]
0|7830|[abase-restric-o-de-vacinas]
0|7102|[abase-restric-o-de-vacinas]
0|7169|[abase-restric-o-de-vacinas]
0|7110|[abase-restric-o-de-vacinas]
0|5119|[abase-restric-o-de-vacinas]
0|2076|[abase-restric-o-de-vacinas]
0|3347|[abase-restric-o-de-vacinas]
0|3357|[abase-restric-o-de-vacinas]
0|7233|[abase-restric-o-de-vacinas]
0|7240|[abase-restric-o-de-vacinas]
0|7929|[abase-restric-o-de-vacinas]
0|7933|[abase-restric-o-de-vacinas]
0|6325|[abase-restric-o-de-vacinas]
0|303|[abase-restric-o-de-vacinas]
0|386|[abase-restric-o-de-vacinas]
0|430|[abase-restric-o-de-vacinas]
0|9780|[abase-restric-o-de-vacinas]
0|211|[abase-restric-o-de-vacinas]
0|4751|[abase-restric-o-de-vacinas]
0|8920|[abase-restric-o-de-vacinas]
0|8293|[abase-restric-o-de-vacinas]
0|6023|[abase-restric-o-de-vacinas]
0|4699|[abase-restric-o-de-vacinas]
0|9002|[abase-restric-o-de-vacinas]
0|1673|[abase-restric-o-de-vacinas]
0|3464|[abase-restric-o-de-vacinas]
0|4933|[abase-restric-o-de-vacinas]
0|8213|[abase-restric-o-de-vacinas]
0|7741|[abase-restric-o-de-vacinas]
0|9311|[abase-restric-o-de-vacinas]
0|9851|[abase-restric-o-de-vacinas]
0|8883|[abase-restric-o-de-vacinas]
0|6854|[abase-restric-o-de-vacinas]
0|436|[abase-restric-o-de-vacinas]
0|452|[abase-restric-o-de-vacinas]
0|440|[abase-restric-o-de-vacinas]
0|1374|[abase-restric-o-de-vacinas]
0|391|[abase-restric-o-de-vacinas]
0|7527|[abase-restric-o-de-vacinas]
0|6468|[abase-restric-o-de-vacinas]
0|4445|[abase-restric-o-de-vacinas]
0|9862|[abase-restric-o-de-vacinas]
0|9965|[abase-restric-o-de-vacinas]
0|9173|[abase-restric-o-de-vacinas]
0|10006|[abase-restric-o-de-vacinas]
0|9967|[abase-restric-o-de-vacinas]
0|9966|[abase-restric-o-de-vacinas]
0|9488|[abase-restric-o-de-vacinas]
0|1599|[abase-restric-o-de-vacinas]
0|1681|[abase-restric-o-de-vacinas]
0|8898|[abase-restric-o-de-vacinas]
0|8316|[abase-restric-o-de-vacinas]
0|220|[abase-restric-o-de-vacinas]
0|3909|[abase-restric-o-de-vacinas]
0|2189|[abase-restric-o-de-vacinas]
0|5249|[abase-restric-o-de-vacinas]
0|245|[abase-restric-o-de-vacinas]
0|2102|[abase-restric-o-de-vacinas]
0|5237|[abase-restric-o-de-vacinas]
0|6419|[abase-restric-o-de-vacinas]
0|2546|[abase-restric-o-de-vacinas]
0|1766|[abase-restric-o-de-vacinas]
